Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Genes Changed In Oligodendrocytes Of HD Patients Vs Control PMID32681824	3.227583e-03	2.810170e-02	0	0	2.665823e+00	1.529122e+01	EEF1A1;TLE4;RPS9;UBB;RPLP1;FTH1;PMP22;RPL13;CPOX;CYTB;RPL29;ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Influence Of Hdac4 Reduction On Expression In 15 Wk WT Mice GSE38219	3.302688e-03	2.861803e-02	0	0	2.190130e+00	1.251225e+01	TLE4;ACTR2;RPL41;CCNF;CPOX;CNN2;EEF1D;NCL;VPS41;NDUFAB1;RPL13;TSR1;MCMBP;PPIG;FLYWCH1;RPL29;UBQLN4;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 48 H Of Induction PMID28499347	3.325208e-03	2.867596e-02	0	0	3.171802e+00	1.809901e+01	KRT18;ARL6IP1;HAND2;KRT8;SLC2A1;ANO10;FURIN;MEST;DLK1
HDSigDB_Mouse_2021	Friedreich Ataxia Markers In Blood Of Asymptomatic Genetic Carriers GSE30933	3.353146e-03	2.877984e-02	0	0	2.954735e+00	1.683566e+01	CNN2;ANXA2;SLC25A19;RPLP1;CCDC58;PMP22;DCTPP1;ACTB;CDC25A;EZH2
HDSigDB_Mouse_2021	Genes Changed In Pons Of 28 Week Old Atxn 1 154Q/2Q KI Mice Treated With ASO Vs Vehicle GSE114674	3.382919e-03	2.889842e-02	0	0	2.297094e+00	1.306821e+01	SPARC;ANXA2;AHNAK;DOCK8;BTF3L4;SLC2A1;RASIP1;CDH5;DKC1;ABI3;CBS;NCL;PMP22;ESAM;RAPGEF5;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In R6/2 Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856	3.409526e-03	2.898897e-02	0	0	5.288038e+00	3.004231e+01	ARL6IP1;FTH1;CYTB;CALM2;ACTB
HDSigDB_Mouse_2021	Genes Changed In Pons Of ATXN3-KI HOM Mice GSE117605	3.429782e-03	2.902493e-02	0	0	2.093655e+00	1.188203e+01	RPL4;VEGFB;CPOX;COX6C;WDR89;ACTB;ZWINT;ETV5;CCND3;FTH1;TSPAN18;NDUFAB1;PMP22;MCMBP;RPS20;CYTB;FKBP9;MEST;DCTPP1;MYH7
HDSigDB_Mouse_2021	Genes Up-Regulated In HDACi-4b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	3.717504e-03	3.131348e-02	0	0	3.115862e+00	1.743232e+01	CNN2;EIF5A;SPARC;EEF1D;SLC25A19;ANO10;FLYWCH1;RPL8;CNNM3
HDSigDB_Mouse_2021	The Global Ubiquitinome Data Of The Insoluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	3.748219e-03	3.142604e-02	0	0	4.297466e+00	2.400768e+01	RPL4;EEF1A1;YWHAE;TUBB5;RPS20;ACTB
HDSigDB_Mouse_2021	Expression In 4 Wk WT Mice Vs 4 Wk HSALR Myotonic Dystrophy Mice GSE60487	3.786280e-03	3.159886e-02	0	0	3.106727e+00	1.732426e+01	CDH5;CSRP3;ACTC1;KRT18;ANXA2;IGF2;RPL13;CRIP2;DLK1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In 4 Wk WT Mice Vs 4 Wk HSALR Myotonic Dystrophy Mice GSE60487	3.855935e-03	3.193966e-02	0	0	4.271485e+00	2.374152e+01	CDH5;CSRP3;KRT18;ANXA2;IGF2;CRIP2
HDSigDB_Mouse_2021	Genes Changed In Endothelial Cells Of zQ175DN Vs WT PMID32681824	3.873624e-03	3.193966e-02	0	0	2.329070e+00	1.293464e+01	TLE4;RPL41;SPARC;RPS5;SLC2A1;CRIP2;RPL34-PS1;AIG1;ACTB;FRMD5;TUBB5;FTH1;SERBP1;G3BP1;MCMBP
HDSigDB_Mouse_2021	The Global Ubiquitinome Data Of The Soluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	3.880025e-03	3.193966e-02	0	0	2.601820e+00	1.444508e+01	RPL4;EEF1A1;YWHAE;PEG3;CSNK2A1;ARL6IP1;PRDX1;SLC2A1;ESAM;SLC2A3;RPS20;ACTB
HDSigDB_Mouse_2021	Genes Changed In OPCs Of HD Patients Vs Control PMID32681824	4.018639e-03	3.282277e-02	0	0	2.483935e+00	1.370340e+01	RPL41;BEX1;AIG1;ACTB;EEF1A1;CCND3;FRMD5;UBB;FTH1;RPL13;CYTB;RPL29;RAPGEF5
HDSigDB_Mouse_2021	Influence Of Hdac4 Reduction On Expression In 15 Wk WT Mice GSE38219	4.023553e-03	3.282277e-02	0	0	1.758067e+00	9.696775e+00	RPL4;DHX8;CCNF;BTF3L4;SLC2A1;CPOX;SLC2A3;CNN2;ZNHIT3;FTH1;PRDX1;RPL13;MCMBP;CNNM3;UBQLN4;TLE4;ACTR2;RPL41;RPS9;PEG3;ZWINT;ETV5;DHODH;EEF1D;NCL;NEDD4;VPS41;NDUFAB1;TSR1;PPIG;FLYWCH1;RPL29;CALM2;MYH7
HDSigDB_Mouse_2021	Genes Changed In Mouse Microglia During Acute Immune Activation PMID26001565	4.072566e-03	3.307362e-02	0	0	1.909995e+00	1.051162e+01	RPL4;YWHAE;TNFAIP8;SPARC;ARL6IP1;DOCK8;SLC2A1;SLC2A3;OSGEP;CCND3;TUBB5;FTH1;G3BP1;POLR2G;TMPO;EIF5A;ETV5;ARMC10;ABI3;TSPAN18;NCL;SERBP1;PMP22;MAN2B1;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In HDACi-4b Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933	4.176538e-03	3.376657e-02	0	0	2.471831e+00	1.354136e+01	RRM1;ARL6IP1;RPLP1;CCNF;ZWINT;DKC1;ZNHIT3;RPA3;SERBP1;NDUFAB1;G3BP1;PPIG;DCTPP1
HDSigDB_Mouse_2021	Genes Changed In hESCs After ATF7IP Knock Down GSE118088	4.326699e-03	3.482512e-02	0	0	2.129757e+00	1.159216e+01	TLE4;BEX1;DOCK8;IGF2;SLC2A1;SLC2A3;DLK1;ETV5;ACTC1;PDF;CBS;TSPAN18;GRB10;PMP22;KDR;TSR1;FKBP9;RAPGEF5
HDSigDB_Mouse_2021	Mouse Cortex Mature Oligodendrocyte And Progenitor Cell Markers PMID19013282	4.350317e-03	3.486028e-02	0	0	1.649963e+00	8.971687e+00	TNFAIP8;SPARC;DHX8;BTF3L4;CPOX;WDR89;OSGEP;CNN2;CCND3;PDF;MDK;PRDX1;RPL13;ANO10;MCMBP;TMPO;TRIM67;RPS9;RRM1;RPS5;CCDC58;COG4;RPL22;RPL34-PS1;HSPE1;PDIA6;ETV5;COPZ1;CDC25A;DHODH;RPS26;TRAPPC6A;FRMD5;EEF1D;SLC25A19;RPA3;NDUFS4;PMP22;VIM;FKBP9;PFN1;RPS21;CALM2;DCTPP1;EZH2
HDSigDB_Mouse_2021	HD Markers In Rat PC12 Cells GSE2602	4.429306e-03	3.526782e-02	0	0	4.146111e+00	2.246990e+01	CSRP3;KRT18;ANXA2;RPA3;KRT8;TMPO
HDSigDB_Mouse_2021	Genes Changed In dSPNs Of HdhQ170 Vs HdhQ20 PMID32681824	4.440123e-03	3.526782e-02	0	0	2.292434e+00	1.241828e+01	RPL4;RPS9;COX7B;AHNAK;RPLP1;SLC41A1;CRIP2;ZWINT;ETV5;EEF1A1;DRAP1;PRDX1;RPL13;RPS20;CALM2
HDSigDB_Mouse_2021	Genes Changed In Microglial Cells Of R6/2 Vs WT PMID32681824	4.543242e-03	3.592931e-02	0	0	9.780405e+00	5.275663e+01	CCND3;SPARC;UBB
HDSigDB_Mouse_2021	Expression In Quadriceps Muscle Of HSALR 41 Myotonic Dystrophy Mice (MOE430A Array) GSE14691	4.583705e-03	3.609169e-02	0	0	2.667642e+00	1.436591e+01	H19;CDH5;ACTC1;SPARC;KRT18;BEX1;AHNAK;GRB10;PFN1;ACTB;TMPO
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Vs WT Mice At 12 Wk GSE98790	4.622978e-03	3.624334e-02	0	0	2.354599e+00	1.266001e+01	RRM1;SPARC;ANXA2;ARL6IP1;IGF2;ACTB;RPS26;EEF1A1;H19;TUBB5;PMP22;ANO10;MAN2B1;VIM
HDSigDB_Mouse_2021	Top Endothelial Cell-Enriched Genes In Humans And Mice PMID29892006	4.787606e-03	3.737222e-02	0	0	2.209849e+00	1.180440e+01	SPARC;ANXA2;AHNAK;RPS5;IGF2;SLC2A1;CRIP2;RASIP1;CNN2;CDH5;TSPAN18;GRB10;KDR;ESAM;RPS20;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In 10 Wk Frataxin KO Friedreich Ataxia Mice GSE31208	4.808267e-03	3.737241e-02	0	0	1.906134e+00	1.017383e+01	TLE4;YWHAE;TNFAIP8;WDR18;CRIP2;COX6C;AIG1;HSPE1;OSGEP;FRMD5;MYL7;PDF;EEF1D;SLC25A19;ZNHIT3;PRDX1;RPA3;SERBP1;NDUFS4;NDUFAB1;ANO10;ESAM;RPS21;DCTPP1
HDSigDB_Mouse_2021	Up-regulated Genes In Htt-null mESCs GSE92905	5.239025e-03	4.054647e-02	0	0	6.123863e+00	3.216020e+01	ARL6IP1;PEG3;GRB10;RPL29
HDSigDB_Mouse_2021	Genes Changed In Striatal Cholinergic Interneurons Of HdhQ111 Vs HdhQ20 PMID32681824	5.273344e-03	4.063841e-02	0	0	1.973419e+00	1.035076e+01	RPL4;EIF5A;YWHAE;RPL41;PEG3;AHNAK;VEGFB;ZWINT;ETV5;COPZ1;TUBB5;SLC25A19;NEDD4;SERBP1;NDUFS4;VPS41;FKBP9;FLYWCH1;PFN1;CALM2;EZH2
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 106 Vs Vehicle Treated Healthy Donor Blood Cells GSE30933	5.362923e-03	4.115362e-02	0	0	1.970181e+00	1.030059e+01	RRM1;ANXA2;CSNK2A1;RPLP1;CCNF;HSPE1;PDIA6;ZWINT;CDC25A;DRAP1;ARMC10;ABI3;CBS;NDUFS4;NDUFAB1;PMP22;TSR1;MAN2B1;POLR2G;RPS21;DCTPP1
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs MR90C2P27 Cell Line GSE22651	5.458937e-03	4.153952e-02	0	0	1.660398e+00	8.651503e+00	SPARC;RPLP1;CRABP1;CRIP2;WDR89;ACTB;OSGEP;CCND3;TUBB5;PDF;MDK;ZNHIT3;FTH1;PRDX1;G3BP1;IGF2BP1;RPL13;ANO10;MCMBP;MEST;UBQLN4;ANXA2;RPL22;KRT8;HSPE1;ZWINT;DLK1;ETV5;COPZ1;RPS26;DRAP1;H19;FRMD5;KRT18;SLC25A19;VPS41;PMP22;ESAM;VIM;EZH2
HDSigDB_Mouse_2021	Aged Microglia-Enriched Genes In Mouse Cortex PMID23954174	5.474375e-03	4.153952e-02	0	0	3.960000e+00	2.062240e+01	EEF1A1;RRM1;CRABP2;TMEM54;KDR;RPS20
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs ES4CL2 Cell Line GSE22651	5.499659e-03	4.153952e-02	0	0	1.965344e+00	1.022582e+01	YWHAE;COX7B;BEX1;CSNK2A1;RPLP1;SLC2A3;WDR89;ZWINT;OSGEP;RPS26;CNN2;MDK;ZNHIT3;CBS;G3BP1;IGF2BP1;RPL13;RPS20;RPL29;MEST;TMPO
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Hippocampus Of 5 Wk R6/2 Mice PXD004973	5.504961e-03	4.153952e-02	0	0	4.696673e+00	2.443259e+01	YWHAE;EEF1D;ESAM;FLYWCH1;DCTPP1
HDSigDB_Mouse_2021	Neuron Gene Module M11 From Human Brain PMID20616000	5.574309e-03	4.166528e-02	0	0	3.476910e+00	1.804372e+01	ACTR2;UBB;ZNHIT3;NDUFS4;NDUFAB1;COX6C;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SIVF017 Line NSCs Vs ESCs GSE34201	5.574612e-03	4.166528e-02	0	0	1.642771e+00	8.525211e+00	TNFAIP8;BEX1;CRABP2;CCNF;SLC41A1;SLC2A3;RPL8;RASIP1;TUBB5;PDF;UBB;CBS;PRDX1;G3BP1;RPL13;ANO10;MEST;CNNM3;TMPO;ANXA2;CSNK2A1;CCDC58;WDR18;IGF2;KRT8;ZWINT;CDC25A;DHODH;RPS26;H19;FRMD5;ACTC1;MYL7;KRT18;TMEM54;SLC25A19;DKC1;ABI3;SERBP1;RPL29;RPS21;SNRPA
HDSigDB_Mouse_2021	Genes Down-Regulated In Vehicle Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933	5.600996e-03	4.166528e-02	0	0	2.072440e+00	1.074521e+01	RRM1;CSNK2A1;ARL6IP1;RPLP1;DOCK8;RPL22;CPOX;COX6C;ZWINT;CDC25A;DKC1;ZNHIT3;RPA3;SERBP1;NDUFAB1;G3BP1;MCMBP;PPIG
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In dSPNs Of HD Mice Up PMID32681824	5.613654e-03	4.166528e-02	0	0	1.766789e+00	9.156480e+00	YWHAE;COX7B;ARL6IP1;SLC2A1;CNN2;UBB;ZNHIT3;PRDX1;GRB10;RPL13;ANO10;POLR2G;CNNM3;TMPO;RPS9;RRM1;CCDC58;VEGFB;COX6C;HSPE1;ZWINT;CDC25A;EEF1A1;DRAP1;ARMC10;NDUFS4;NDUFAB1;RPS20;MAN2B1;FKBP9
HDSigDB_Mouse_2021	Genes Up-Regulated In NES-Q13 Vs NLS-Q13 Changed Genes In PC12 Cells GSE26933	5.682891e-03	4.200700e-02	0	0	4.659422e+00	2.409059e+01	SPARC;TMEM54;CRABP1;KRT8;DLK1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In 12 Wk R6/2 HD Mice (Set1) GSE9803	5.974065e-03	4.387147e-02	0	0	1.743692e+00	8.928277e+00	DHX8;BTF3L4;CPOX;PRDX1;G3BP1;GRB10;RPL13;MCMBP;MEST;CNNM3;TMPO;TLE4;RPS9;RRM1;CCDC58;RPL22;AIG1;HSPE1;ZWINT;CDC25A;DHODH;EEF1A1;NCL;NEDD4;SERBP1;NDUFAB1;SPECC1L;RPS20;VIM;FKBP9;PPIG
HDSigDB_Mouse_2021	Genes Associated With Decreased H3K27ac Signals In HD Patients Vs Control PMID30811995	5.983575e-03	4.387147e-02	0	0	8.800338e+00	4.504662e+01	RPS9;UBB;TMPO
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In VUB01 Line NSCs Vs ESCs GSE34201	6.201240e-03	4.528405e-02	0	0	1.653443e+00	8.404460e+00	TNFAIP8;BEX1;CRABP2;RPLP1;SLC41A1;SLC2A3;RPL8;RASIP1;PDF;UBB;ZNHIT3;CBS;PRDX1;RPL13;ANO10;MEST;EIF5A;RPL41;ANXA2;CCDC58;KRT8;AIG1;HSPE1;DLK1;CDC25A;RPS26;FRMD5;ACTC1;MYL7;KRT18;TMEM54;ARMC10;SLC25A19;DKC1;NCL;NDUFAB1;TSR1;RPL29;RPS21
HDSigDB_Mouse_2021	Expression In 13 Wk TIF-IA KO HD Mice GSE29647	6.275693e-03	4.564369e-02	0	0	1.598696e+00	8.107099e+00	TNFAIP8;SPARC;CRABP2;AHNAK;DOCK8;CRABP1;SLC2A1;CRIP2;SLC2A3;CNN2;CCND3;TUBB5;PDF;CBS;PRDX1;RPL13;ANO10;MEST;UBQLN4;TMPO;TLE4;RRM1;ANXA2;PEG3;CCDC58;COG4;VEGFB;ZWINT;CDC25A;DHODH;H19;FAM189B;EEF1D;SLC25A19;NCL;SERBP1;NDUFS4;VPS41;NDUFAB1;PMP22;ESAM;MAN2B1;VIM;PPIG;FLYWCH1;CALM2;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Friedreich Ataxia And Normal iPSCs-derived Neurons Vs Fetal Human Tissues GSE65399	6.330164e-03	4.585571e-02	0	0	1.780640e+00	9.014365e+00	TNFAIP8;SPARC;AHNAK;RPLP1;DOCK8;HBA-X;CPOX;FURIN;RASIP1;CDH5;CCND3;KDR;MEST;ANXA2;PEG3;ARG1;IGF2;KRT8;VEGFB;AIG1;DLK1;ETV5;H19;ABI3;NEDD4;HAND2;ESAM;RAPGEF5
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of 10 Mon HD Q140 Mice Vs Q20 GSE78270	6.422028e-03	4.633582e-02	0	0	2.541379e+00	1.282894e+01	SPARC;MDK;ABI3;FTH1;TSPAN18;SLC2A1;PMP22;ESAM;HSPE1;SENP3;UBQLN4
HDSigDB_Mouse_2021	Genes Down-Regulated In Human HD Neurons Vs Control Neurons PMID32070434	6.491756e-03	4.665306e-02	0	0	2.039823e+00	1.027504e+01	RPL4;RPL41;RPS9;BEX1;CRABP1;RPL22;VEGFB;AIG1;ETV5;OSGEP;EEF1A1;TRAPPC6A;TUBB5;NDUFS4;FKBP9;RPS21;CALM2;MEST
HDSigDB_Mouse_2021	PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 48 H Of Induction PMID28499347	7.002079e-03	5.012160e-02	0	0	2.401544e+00	1.191537e+01	SPARC;KRT18;ARL6IP1;TMEM54;HAND2;KRT8;SLC2A1;ANO10;FURIN;HOXD4;MEST;DLK1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SI-187 Line NSCs Vs ESCs GSE34201	7.035942e-03	5.016571e-02	0	0	1.646557e+00	8.161530e+00	TNFAIP8;BEX1;CRABP2;DHX8;RPLP1;DOCK8;RPL8;RASIP1;OSGEP;UBB;CBS;PRDX1;ANO10;MEST;PEG3;CCDC58;KRT8;AIG1;HSPE1;ZWINT;DLK1;RPS26;H19;TRAPPC6A;ACTC1;MYL7;KRT18;TMEM54;ARMC10;SLC25A19;ABI3;NCL;RPA3;SERBP1;NDUFAB1;PPIG;RPL29;RPS21
HDSigDB_Mouse_2021	Differentially Expressed Genes In Cerebellum Of 6 Mon HD Q175 Mice Vs Q20 GSE73468	7.078125e-03	5.026857e-02	0	0	1.719911e+00	8.514844e+00	SPARC;BEX1;AHNAK;RPLP1;SLC41A1;CRIP2;SLC2A3;RPL8;UBB;CCDC85B;FTH1;RPL13;MEST;TMPO;RPL41;RPS9;RPS5;COX6C;CDC25A;DRAP1;H19;FRMD5;TSPAN18;NDUFAB1;PMP22;RPS20;CYTB;PPIG;RPL29;RAPGEF5;RPS21
HDSigDB_Mouse_2021	Mitochondrion Protein Composition PMID16615899	7.168216e-03	5.048552e-02	0	0	3.309028e+00	1.634030e+01	RPL4;NDUFAB1;KRT8;CPOX;COX6C;RPL8;HSPE1
HDSigDB_Mouse_2021	Markers Present In Micro CSS Microglia Cells PMID26727548	7.169165e-03	5.048552e-02	0	0	1.795870e+01	8.867945e+01	SPARC;ABI3
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Cerebrum Of 22 Wk R6/1 HD Mice GSE3621	7.192305e-03	5.048552e-02	0	0	3.729554e+00	1.840439e+01	BEX1;CCDC58;IGF2;RPS20;VIM;TMPO
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In VUB01 Vs VUB03 hESCs GSE7179	7.294009e-03	5.085029e-02	0	0	5.544938e+00	2.728499e+01	EIF5A;PEG3;CCDC58;GRB10
HDSigDB_Mouse_2021	Differentially Expressed Genes In Control iPSCs Vs HD iPSCs GSE93767	7.300428e-03	5.085029e-02	0	0	1.650724e+00	8.121268e+00	CRABP2;AHNAK;CRIP2;RPL8;OSGEP;CNN2;CCND3;PDF;UBB;MDK;CBS;G3BP1;GRB10;RPL13;MCMBP;MEST;TMPO;EIF5A;ANXA2;CSNK2A1;VEGFB;AIG1;DLK1;CDC25A;RPS26;TRAPPC6A;FRMD5;ACTC1;MYL7;TMEM54;NEDD4;VPS41;VIM;FLYWCH1;RPL29;RPS21;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs hFib2-Ips5 Cell Line GSE22651	7.490765e-03	5.197615e-02	0	0	1.771768e+00	8.671181e+00	SPARC;CRIP2;ACTB;CNN2;TUBB5;UBB;G3BP1;RPL13;MEST;UBQLN4;ANXA2;CSNK2A1;COG4;KRT8;VEGFB;PDIA6;ZWINT;DLK1;ETV5;COPZ1;CDC25A;FRMD5;KRT18;NEDD4;VPS41;VIM;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HUVEC-BF5 Cell Line GSE22651	7.720167e-03	5.336344e-02	0	0	1.635204e+00	7.953500e+00	COX7B;BEX1;CRABP2;RPLP1;CRABP1;BTF3L4;SLC2A1;SLC2A3;RPL8;CNN2;MDK;ZNHIT3;CBS;IGF2BP1;MEST;CNNM3;TMPO;RPL41;CSNK2A1;CCDC58;KRT8;AIG1;HSPE1;DLK1;ETV5;CDC25A;RPS26;TRAPPC6A;ACTC1;MYL7;KRT18;ARMC10;RPA3;SERBP1;RPS20;RPS21;SNRPA;EZH2
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Mice At 12 Wk GSE98790	7.939826e-03	5.467310e-02	0	0	2.463463e+00	1.191297e+01	RPS26;H19;RRM1;SPARC;TUBB5;ANXA2;PMP22;ANO10;MAN2B1;VIM;COPZ1
HDSigDB_Mouse_2021	Genes Up-Regulated In Non-Induced PC12 Cells Vs Induced Q74 PC12 Cells Both Treated With Vehicle GSE119557	8.006782e-03	5.492531e-02	0	0	2.357045e+00	1.137856e+01	KRT18;AHNAK;ARL6IP1;TSPAN18;HAND2;KRT8;SLC2A1;SLC2A3;RAPGEF5;MEST;ETV5;TMPO
HDSigDB_Mouse_2021	Genes Up-Regulated In Human HD Astrocytes Vs Control Astrocytes PMID32070434	8.075588e-03	5.518826e-02	0	0	2.583848e+00	1.245133e+01	EEF1A1;CCND3;SPARC;UBB;RPS5;RPLP1;SLC2A1;VIM;HSPE1;RAPGEF5
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In PC12 Cells With AR112Q Upon Ligand Stimulation GSE50383	8.147382e-03	5.546958e-02	0	0	1.667498e+01	8.020761e+01	HAND2;MEST
HDSigDB_Mouse_2021	Genes Down-Regulated In Meclizine Treated STHdhQ111 Vs Control GSE129143	8.331142e-03	5.641037e-02	0	0	1.915347e+00	9.170213e+00	TLE4;RRM1;TNFAIP8;SPARC;ANXA2;AHNAK;COG4;CCNF;SLC41A1;CRIP2;FURIN;ACTB;CNN2;FAM189B;CCND3;TUBB5;IGF2BP1;VIM;MEST;TMPO
HDSigDB_Mouse_2021	Mouse Cortex Astrocyte Markers PMID19013282	8.366899e-03	5.641037e-02	0	0	1.589851e+00	7.605010e+00	TNFAIP8;SPARC;CRABP2;BTF3L4;SLC2A1;SLC41A1;CRIP2;OSGEP;CCND3;PDF;MDK;ZNHIT3;CBS;PRDX1;RPL13;ANO10;MCMBP;TMPO;TLE4;ANXA2;RPS5;CCDC58;WDR18;RPL22;VEGFB;RPL34-PS1;HSPE1;ETV5;COPZ1;DHODH;TRAPPC6A;EEF1D;SLC25A19;RPA3;NDUFS4;NDUFAB1;PMP22;VIM;FKBP9;PFN1;CALM2;DCTPP1;EZH2
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Drosophila S2 Line Encoding Toxic Repeat-Containing dsRNA GSE42910	8.379012e-03	5.641037e-02	0	0	4.223581e+00	2.019727e+01	TUBB5;PDF;SLC2A1;SLC2A3;TRIM67
HDSigDB_Mouse_2021	Cortex RNA M28 Module (Skyblue) PMID26900923	8.736401e-03	5.859860e-02	0	0	3.180874e+00	1.507816e+01	CNN2;CDH5;TNFAIP8;CRABP2;ANXA2;IGF2;VIM
HDSigDB_Mouse_2021	Genes Up-Regulated In HDACi-4b Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933	9.136202e-03	6.105410e-02	0	0	2.412529e+00	1.132806e+01	EIF5A;SPARC;ANXA2;AHNAK;SLC25A19;COG4;PMP22;ANO10;FLYWCH1;PDIA6;ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Microglial Cells Of R6/2 Vs WT PMID32681824	9.181950e-03	6.113423e-02	0	0	1.556242e+01	7.299576e+01	CCND3;UBB
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Vs WT Mice At 16 Wk GSE98790	9.226391e-03	6.120510e-02	0	0	2.228312e+00	1.044117e+01	RRM1;SPARC;ANXA2;ARL6IP1;SLC2A1;ACTB;TUBB5;ANO10;MAN2B1;VIM;PFN1;CALM2;MYH7
HDSigDB_Mouse_2021	Genes Changed In Fragile X Syndrome iPSCs Vs Fibroblasts GSE21348	9.464197e-03	6.255351e-02	0	0	1.679000e+00	7.824541e+00	BEX1;CRABP2;AHNAK;ARL6IP1;CRABP1;CCNF;SLC2A1;SLC2A3;WDR89;MDK;CBS;FTH1;KDR;IGF2BP1;MEST;TMPO;CSNK2A1;IGF2;KRT8;DLK1;H19;KRT18;TSPAN18;NEDD4;RPA3;VIM;FKBP9;RAPGEF5;DCTPP1;SNRPA;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Corticostriatal Projection Neurons Of R6/2 Vs WT PMID32681824	9.527547e-03	6.274323e-02	0	0	2.667306e+00	1.241249e+01	EEF1A1;PEG3;AHNAK;FTH1;PRDX1;VEGFB;CYTB;AIG1;ZWINT
HDSigDB_Mouse_2021	Genes Down-Regulated In Influence Of Spt4 Deletion On Expression In Yeasts (Biological Repeat 2) GSE33497	9.618352e-03	6.311172e-02	0	0	4.076760e+00	1.893281e+01	RPS26;RPL4;CSNK2A1;BTF3L4;MYH7
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In NSCs Lines HD109i.1 And HD60i.4 From HD Patients GSE37517	9.686366e-03	6.332855e-02	0	0	1.831120e+00	8.490967e+00	TNFAIP8;BEX1;CRABP2;AHNAK;ARG1;CRABP1;KRT8;SLC2A1;CPOX;SLC2A3;COX6C;CNN2;H19;DKC1;HAND2;GRB10;RPL13;RPS20;HOXD4;PPIG;RPS21;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HMSC-bm Cell Line GSE22651	9.824346e-03	6.399960e-02	0	0	1.631220e+00	7.540955e+00	BEX1;CRABP2;RPLP1;CRABP1;BTF3L4;SLC2A3;OSGEP;ZNHIT3;CBS;PRDX1;G3BP1;KDR;IGF2BP1;MCMBP;MEST;CNNM3;CSNK2A1;CCDC58;KRT8;HSPE1;ZWINT;DLK1;CDC25A;RPS26;TRAPPC6A;ACTC1;MYL7;KRT18;SLC25A19;DKC1;NCL;SERBP1;RPS20;PPIG;RPL29
HDSigDB_Mouse_2021	Vehicle Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933	9.971883e-03	6.451822e-02	0	0	1.743724e+00	8.035055e+00	AHNAK;ARL6IP1;RPLP1;DOCK8;CPOX;ZNHIT3;G3BP1;ANO10;MCMBP;EIF5A;RRM1;CSNK2A1;COG4;RPL22;COX6C;ZWINT;CDC25A;EEF1D;SLC25A19;DKC1;RPA3;SERBP1;NDUFAB1;PMP22;MAN2B1;PPIG
HDSigDB_Mouse_2021	Down-regulated Soluble Proteins In Cerebral Cortex Of 12 Wk R6/2 Mice PXD004973	9.975208e-03	6.451822e-02	0	0	3.096835e+00	1.426914e+01	TNFAIP8;ACTC1;SPARC;EEF1D;TSR1;PDIA6;ACTB
