Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Synaptic Neuropil Transcriptome PMID22578497	34/2601	2.113313e-02	1.382426e-01	0	0	1.523091e+00	5.874428e+00	RPL4;DDX3X;RPLP1;CRIP2;ACTB;DUSP14;STIP1;ATP5B;TUBA1B;ZMYM2;PPP2R1A;G3BP1;CCT5;RPL19;NAA50;UNC45A;CCT3;HSPA8;CCT2;RPL41;RPS8;MMP9;EEF1A1;RPS26;AIMP1;EEF1G;DLG3;RHEB;EIF3L;LPCAT4;SERBP1;RPL26;RPS21;EIF4G2
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs SC30 Cell Line GSE22651	56/4739	2.116958e-02	1.382426e-01	0	0	1.413771e+00	5.450354e+00	KCNK5;COX7B;RPL3;DDX3X;HSP90AB1;RPLP1;BCCIP;HBA-A2;MKI67;WDR89;PHB2;SPPL3;RPS15;MED11;GJA1;ZMYM2;MDK;PCF11;CHEK2;C1QBP;KDR;RRP15;CCT3;TCF15;PARP1;RPL23;KRT8;MMP9;SFRP1;MYL7;DKC1;NCL;1810010H24RIK;RPL29;FKBP4;ANAPC1;CRABP1;FAM149A;TCOF1;PODXL;G3BP1;SNX5;CCT5;NAA50;CAR2;HSPA8;HSPA4;CNBP;HSPE1;SOD1;RPS26;KRT18;NASP;DLG3;SERBP1;EIF4G2
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Fibroblasts Treated With ZFP-A Vs Control GSE127820	2/25	2.198117e-02	1.403851e-01	0	0	9.456761e+00	3.610184e+01	CITED4;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Fibroblasts Treated With ZFP-33074 Vs Control GSE127820	2/25	2.198117e-02	1.403851e-01	0	0	9.456761e+00	3.610184e+01	ACTC1;SPPL3
HDSigDB_Mouse_2021	Genes Up-Regulated In Inferior Olive Of 5 Week Old Atxn1[154Q/2Q] Vs WT GSE122099	2/25	2.198117e-02	1.403851e-01	0	0	9.456761e+00	3.610184e+01	IGFBP2;IGF2
HDSigDB_Mouse_2021	Up-regulated Soluble Proteins In Striatum Of 5 Wk R6/2 Mice PXD004973	2/25	2.198117e-02	1.403851e-01	0	0	9.456761e+00	3.610184e+01	PCF11;EIF4G2
HDSigDB_Mouse_2021	Cortex RNA M15 Module (Midnightblue) PMID26900923	9/444	2.203055e-02	1.403851e-01	0	0	2.291350e+00	8.742244e+00	HSPA8;STIP1;ZMYM2;HSP90AB1;NASP;DLG3;PCF11;G3BP1;FKBP4
HDSigDB_Mouse_2021	Genes Up-Regulated In Inferior Olive Of 5 Week Old ATXN1[82Q] Vs WT GSE122099	3/65	2.205986e-02	1.403851e-01	0	0	5.280877e+00	2.014124e+01	KRT18;HBA-A2;VIM
HDSigDB_Mouse_2021	Alzheimer Disease Down-Regulated Genes In CA1 Area Of Hippocampus Blalock PMID14769913	20/1339	2.209943e-02	1.403851e-01	0	0	1.710183e+00	6.519567e+00	CCT3;HSPA8;CCT2;COX7B;HSP90AB1;ANXA2;HSPA5;NDUFA5;PARP1;MDH1;HBA-A2;HSPE1;COX6C;RPS26;ATP5B;RHEB;GUK1;SERBP1;RPS21;CCT5
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Ctip2 Null Vs WT Mouse Striatum GSE9330	8/372	2.210969e-02	1.403851e-01	0	0	2.429071e+00	9.258985e+00	PLXND1;0610012G03RIK;CRABP1;HSPE1;PKIG;GAS5;DUSP14;THBS3
HDSigDB_Mouse_2021	Cortex RNA M28 Module (Skyblue) PMID26900923	7/303	2.235440e-02	1.414494e-01	0	0	2.608032e+00	9.912430e+00	CDH5;CRABP2;ANXA2;IGFBP2;IGF2;ALX4;VIM
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In 13 Wk TIF-IA KO HD Mice GSE29647	33/2520	2.255888e-02	1.422527e-01	0	0	1.522771e+00	5.773780e+00	SPARC;DDX3X;CRABP2;RPLP0;SLC2A1;MKI67;NUBP1;UBE2J1;THBS3;GJA1;TUBA1B;LGALS1;PODXL;PHLDA1;YKT6;SNX5;RRP15;SH3GLB1;1810058I24RIK;CAR2;ANXA2;HSPA4;RPL23;IGFBP2;ANXA5;AIMP1;H19;SFRP1;NASP;VIM;CRYAB;GAS5;EIF4G2
HDSigDB_Mouse_2021	Genes Down-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 72 H Of Induction PMID28499347	8/375	2.305896e-02	1.449082e-01	0	0	2.408843e+00	9.080618e+00	LGALS1;KRT18;PLXND1;NASP;RHEB;CHEK2;KRT8;POLE
HDSigDB_Mouse_2021	Genes Up-Regulated In Haloperidol Treated STHdhQ111 Vs Control GSE129143	2/26	2.367091e-02	1.477419e-01	0	0	9.062271e+00	3.392469e+01	PODXL;CRABP1
HDSigDB_Mouse_2021	Genes Up-Regulated In Microglial Cells Of R6/2 Vs WT PMID32681824	2/26	2.367091e-02	1.477419e-01	0	0	9.062271e+00	3.392469e+01	HSPA8;HSP90AB1
HDSigDB_Mouse_2021	Up-regulated Soluble Proteins In Hippocampus Of 8 Wk R6/2 Mice PXD004973	6/241	2.430903e-02	1.512104e-01	0	0	2.808654e+00	1.043951e+01	RPS26;EIF5A;NEDD4;ATP5K;HSPE1;ANAPC1
HDSigDB_Mouse_2021	Down-regulated Genes In The Heart Of Dox Treated FRDAkd Vs WT Mice At 20 Wk GSE98790	6/243	2.518333e-02	1.560228e-01	0	0	2.784668e+00	1.025196e+01	SH3GLB1;GUK1;DCAKD;FKBP4;PKIG;CRYAB
HDSigDB_Mouse_2021	Down-regulated Genes In Pons Of YAC84Q Tg(hATXN3) Mice GSE117605	21/1446	2.525273e-02	1.560228e-01	0	0	1.662732e+00	6.116892e+00	RPL4;ATF2;COX7B;ALAS2;RPL32;CITED1;RPS5;DCAKD;HBA-A2;COX6C;MKI67;WDR89;ZMYM2;NASP;PODXL;FTH1;NF1;RPLP2;CYTB;CRYAB;RPL19
HDSigDB_Mouse_2021	Genes Changed In Haloperidol Treated STHdhQ111 Vs Control GSE129143	2/27	2.541222e-02	1.564813e-01	0	0	8.699341e+00	3.194855e+01	PODXL;CRABP1
HDSigDB_Mouse_2021	Genes Changed In Striatal Cholinergic Interneurons Of HdhQ170 Vs HdhQ20 PMID32681824	19/1275	2.595508e-02	1.583309e-01	0	0	1.701602e+00	6.213209e+00	SH3GLB1;RPL4;EIF5A;CAR2;NPM1;RARG;DDX3X;MDH1;CNBP;A930005H10RIK;DUSP14;SOD1;EEF1G;ATP5B;PPP2R1A;PCF11;FTH1;C1QBP;ALDOA
HDSigDB_Mouse_2021	Genes Down-Regulated In Astrocytes Of HD Patients Vs Control PMID32681824	23/1628	2.596596e-02	1.583309e-01	0	0	1.620917e+00	5.917917e+00	SH3GLB1;RPL41;COX7B;RPL32;HSPA5;MDH1;RPL23;RPLP1;COX6C;ACTB;UBE2J1;SOD1;EEF1A1;RPS15;GJA1;ZMYM2;NASP;FTH1;NF1;RPLP2;VIM;RPL29;RPL19
HDSigDB_Mouse_2021	Genes Down-Regulated Upon DOC Treatment In HdhQ111 Striatal Cells Vs HdhQ7 GSE98739	49/4094	2.597144e-02	1.583309e-01	0	0	1.415152e+00	5.166376e+00	SPARC;DDX3X;HSP90AB1;CITED4;SLC2A1;NUBP1;CDH5;GJA1;LGALS1;PCF11;C1QBP;KDR;PHLDA1;RRP15;EIF5A;UNC45A;CCT3;CCT2;TIGD5;RPS8;IGFBP2;KRT8;SFRP1;DKC1;NCL;RPL26;ALDOA;CRYAB;GAS5;CRABP1;CRIP2;GSPT1;STIP1;ATP5B;PPP4C;TCOF1;PODXL;G3BP1;CCT5;NAA50;JAG2;HSPA5;HSPA4;CNBP;NASP;LPCAT4;FASN;VIM;CYTB
HDSigDB_Mouse_2021	Genes Changed In Astrocytes Of HD Patients Vs Control PMID32681824	31/2362	2.619964e-02	1.591932e-01	0	0	1.519825e+00	5.535218e+00	COX7B;SPARC;HSP90AB1;RPL32;RPLP1;ACTB;UBE2J1;RPS15;STIP1;GJA1;LARP1;ZMYM2;FTH1;SUFU;RPLP2;RPL19;SH3GLB1;RPL41;HSPA5;MDH1;HSPA4;RPL23;DCAKD;COX6C;SOD1;EEF1A1;NASP;NF1;VIM;CYTB;RPL29
HDSigDB_Mouse_2021	Anterior Cingulate Cortex And Caudate Nucleus Coexpressed Gene Module PMID17101986	4/122	2.632867e-02	1.594492e-01	0	0	3.709605e+00	1.349219e+01	SH3GLB1;GJA1;PPP2R1A;LPCAT4
HDSigDB_Mouse_2021	Genes Down-Regulated In Microglia Vs Macrophages PMID28671693	9/459	2.654819e-02	1.602498e-01	0	0	2.213257e+00	8.031453e+00	EIF5A;CAR2;SPARC;LGALS1;ANXA2;ANXA6;VIM;PHLDA1;MMP9
HDSigDB_Mouse_2021	Nucleus Protein Composition PMID16615899	5/182	2.671480e-02	1.607267e-01	0	0	3.099296e+00	1.122732e+01	NPM1;KRT18;DKC1;KRT8;VIM
HDSigDB_Mouse_2021	Down-regulated Genes In ESC Vs iPSCs GSE85347	11/615	2.727623e-02	1.635682e-01	0	0	2.022471e+00	7.284413e+00	CAR2;LGALS1;PLXND1;ANXA2;CITED1;IGF2;ANXA6;1810010H24RIK;HBA-A2;VIM;RASIP1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SI-187 Line NSCs Vs ESCs GSE34201	47/3912	2.764758e-02	1.652551e-01	0	0	1.415845e+00	5.080359e+00	KCNK5;ALAS2;HSP90AB1;CRABP2;RPLP1;POMP;BCCIP;HBA-A2;RPL8;RASIP1;GSPT1;FAM149A;RPS15;GJA1;ZMYM2;PODXL;CHEK2;C1QBP;SNX5;RRP15;NAA50;JAG2;UNC45A;CCT3;CAR2;TCF15;PARP1;MDH1;HSPA4;RPL23;CNBP;KRT8;HSPE1;RPS26;H19;SFRP1;MYL7;KRT18;ACTC1;DLG3;NCL;SERBP1;RPL29;FKBP4;RPS21;CRYAB;ANAPC1
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs IMR90 Cell Line GSE22651	56/4813	2.816884e-02	1.678241e-01	0	0	1.384972e+00	4.943712e+00	KCNK5;COX7B;RPL3;DDX3X;HSP90AB1;RPLP1;BCCIP;HBA-A2;RPL8;WDR89;PHB2;RPS15;MED11;GJA1;ZMYM2;MDK;PCF11;CHEK2;C1QBP;KDR;RRP15;CCT3;TCF15;PARP1;RPL23;KRT8;MMP9;MYL7;DKC1;NCL;FKBP4;ANAPC1;CRABP2;CRABP1;RASIP1;FAM149A;PODXL;G3BP1;SNX5;CCT5;NAA50;CAR2;HSPA8;MDH1;HSPA4;CNBP;HSPE1;SOD1;RPS26;H19;KRT18;ACTC1;NASP;DLG3;SERBP1;EIF4G2
HDSigDB_Mouse_2021	Expression In Quadriceps Muscle Of Clcn1 Null Myotonic Dystrophy Mice (MOE430A Array) GSE14691	12/699	2.851189e-02	1.693182e-01	0	0	1.942622e+00	6.910750e+00	SH3GLB1;LARP1;ACTC1;HSPA4;NEDD4;SERBP1;IGF2;SLC2A1;ANXA6;VIM;PHB2;SNX5
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P28 Cell Line GSE22651	30/2286	2.865663e-02	1.696287e-01	0	0	1.516303e+00	5.386470e+00	SPARC;CRABP2;CRABP1;CITED4;SLC2A1;CRIP2;TUBB5;LGALS1;TMEM88;MDK;GUK1;PHLDA1;POLE;SH3GLB1;JAG2;UNC45A;CCT2;ANXA2;RPL22;IGFBP2;ANXA5;KRT8;RPS26;H19;SFRP1;1810010H24RIK;RPL26;VIM;RPL29;ALDOA
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HUVEC-BF5 Cell Line GSE22651	46/3824	2.885493e-02	1.702533e-01	0	0	1.415034e+00	5.016969e+00	KCNK5;COX7B;RPL3;CRABP2;RPL32;RPLP1;CRABP1;BCCIP;SLC2A1;HBA-A2;RPL8;PHB2;FAM149A;RPS15;ZMYM2;TCOF1;PODXL;MDK;CHEK2;C1QBP;SNORD34;SNX5;RRP15;CCT5;NAA50;UNC45A;CCT3;CAR2;RPL41;PARP1;HSPA4;RPL23;CNBP;KRT8;HSPE1;MMP9;RPS26;MYL7;KRT18;ACTC1;NASP;DLG3;SERBP1;FKBP4;RPS21;ANAPC1
HDSigDB_Mouse_2021	Genes Up-Regulated In Htt103Q Changed Genes In Yeast GSE18644	2/29	2.904528e-02	1.707397e-01	0	0	8.054131e+00	2.850276e+01	HSPA8;HSPA4
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs BG02 Cell Line GSE22651	45/3728	2.912345e-02	1.707397e-01	0	0	1.418114e+00	5.014751e+00	SPARC;RPL3;CRABP2;BCCIP;CRIP2;MKI67;WDR89;ACTB;UBE2J1;LGALS1;ZMYM2;TMEM88;MDK;GUK1;G3BP1;ANXA6;PHLDA1;NAA50;JAG2;UNC45A;CCT3;CAR2;ANXA2;HSPA4;CNBP;IGFBP2;ANXA5;KRT8;MMP9;RPS26;EEF1G;H19;ACTC1;NASP;DLG3;FASN;NEDD4;1810010H24RIK;RPL26;VIM;1700030K09RIK;FKBP4;ALDOA;EIF4G2;ANAPC1
HDSigDB_Mouse_2021	HD Grade 3 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	30/2291	2.940521e-02	1.715569e-01	0	0	1.512519e+00	5.334024e+00	SPARC;DDX3X;RPLP0;RPL8;FAM149A;UBE2J1;DUSP14;GJA1;LGALS1;ZMYM2;PPP2R1A;PODXL;G3BP1;ANXA6;PHLDA1;YKT6;CAR2;ANXA2;MDH1;RPL23;IGFBP2;ANXA5;HSPE1;NASP;DLG3;LPCAT4;FASN;SERBP1;VIM;CRYAB
HDSigDB_Mouse_2021	Genes Changed In Human HD Astrocytes Vs Control Astrocytes PMID32070434	27/2015	2.977095e-02	1.715569e-01	0	0	1.542234e+00	5.419754e+00	SPARC;DDX3X;HSP90AB1;RPLP1;RPLP0;SLC2A1;RPS15;STIP1;TUBA1B;LARP1;ANXA6;YKT6;UNC45A;CCT3;1810058I24RIK;CAR2;HSPA8;MDH1;RPS5;ANXA5;HSPE1;EEF1A1;NASP;FASN;VIM;1700030K09RIK;CRYAB
HDSigDB_Mouse_2021	Genes Changed In Inferior Olive Of 5 Week Old ATXN1[82Q] Vs WT GSE122099	3/73	2.979221e-02	1.715569e-01	0	0	4.675454e+00	1.642725e+01	KRT18;HBA-A2;VIM
HDSigDB_Mouse_2021	Genes Up-Regulated In Htt-N171-82Q Vs Htt-N171-19Q Changed Genes In Rat Striatal Neurons GSE1918	3/73	2.979221e-02	1.715569e-01	0	0	4.675454e+00	1.642725e+01	LGALS1;VIM;GAS5
HDSigDB_Mouse_2021	Down-regulated Soluble Proteins In Hippocampus Of 8 Wk R6/2 Mice PXD004973	7/322	2.979364e-02	1.715569e-01	0	0	2.448336e+00	8.602133e+00	ATF2;RPL3;ACTC1;RPS5;IGFBP2;RPL8;GSPT1
HDSigDB_Mouse_2021	Genes Up-Regulated In Influence Of Hsp90 Inhibitor On Expression In WT Mice GSE29681	23/1651	2.988505e-02	1.715569e-01	0	0	1.595999e+00	5.602588e+00	NAA50;CCT3;CAR2;ATF2;HSPA8;CCT2;NPM1;HSP90AB1;HSPA4;CNBP;HSPE1;THBS3;STIP1;PPP2R1A;LPCAT4;NCL;NEDD4;ANXA6;FKBP4;PHLDA1;CRYAB;GAS5;CCT5
HDSigDB_Mouse_2021	Down-regulated Genes In Striatum Of HdhQ111 Mice GSE64478	4/127	2.991728e-02	1.715569e-01	0	0	3.557904e+00	1.248582e+01	ANXA2;PODXL;KDR;DUSP14
HDSigDB_Mouse_2021	Up-regulated Genes In The Heart Of Dox Treated FRDAkd Vs WT Mice At 16 Wk GSE98790	9/470	3.025359e-02	1.729450e-01	0	0	2.159219e+00	7.553251e+00	CCT3;TUBA1B;TUBB5;SPARC;ANXA2;SLC2A1;VIM;ACTB;NUBP1
HDSigDB_Mouse_2021	Up-regulated Genes In Control Neurons Vs DCLK3<K543M> Overexpressing Neurons GSE104091	50/4237	3.091012e-02	1.757447e-01	0	0	1.392815e+00	4.842361e+00	RPL4;ATF2;COX7B;RARG;SPARC;HSP90AB1;RPL8;MKI67;PHB2;TUBA1B;TUBB5;LGALS1;MDK;GUK1;C1QBP;TXNL4A;PHLDA1;EIF5A;1810058I24RIK;ANXA2;RPS5;DCAKD;RPL22;ANXA5;EEF1G;NCL;RPL26;FKBP4;CRYAB;CRABP2;CRABP1;ATP5K;STIP1;ATP5B;LARP1;PPP4C;TCOF1;PODXL;0610012G03RIK;G3BP1;HSPA8;BTBD19;COX6C;SOD1;KRT18;RHEB;NF1;VIM;PKIG;RPS21
HDSigDB_Mouse_2021	Ubiquitinated Insoluble Proteins In The Brains Of Q175 Mice PMID31138642	2/30	3.093490e-02	1.757447e-01	0	0	7.766091e+00	2.699392e+01	HSPA8;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In 12 Wk R6/2 HD Mice (Set1) GSE9803	36/2876	3.192951e-02	1.804239e-01	0	0	1.453978e+00	5.007826e+00	RNASEH2C;DDX3X;HSP90AB1;GSPT1;NUBP1;UBE2J1;STIP1;ATP5B;ZMYM2;C1QBP;G3BP1;YKT6;RRP15;CCT5;NAA50;CCT3;HSPA8;CCT2;NPM1;RPL23;DCAKD;RPL22;ANXA5;HSPE1;SOD1;EEF1A1;NCL;NEDD4;SERBP1;UNC50;1810010H24RIK;VIM;FKBP4;GAS5;EIF4G2;ANAPC1
HDSigDB_Mouse_2021	Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 190401 Vs WT Mice GSE38962	5/191	3.195518e-02	1.804239e-01	0	0	2.947979e+00	1.015113e+01	KCNK5;PLVAP;SPARC;ACTC1;VIM
HDSigDB_Mouse_2021	Mouse Indirect Spiny Projection Neuron Markers (Blue Genes) PMID30811995	6/258	3.241442e-02	1.824554e-01	0	0	2.616907e+00	8.973773e+00	PLVAP;SFRP1;IGF2;CRIP2;PKIG;DUSP14
HDSigDB_Mouse_2021	Expression In 13 Wk TIF-IA KO HD Mice GSE29647	55/4751	3.252385e-02	1.825115e-01	0	0	1.372767e+00	4.702798e+00	ATF2;SPARC;DDX3X;HSP90AB1;PLXND1;CITED1;CITED4;RPLP0;SLC2A1;MKI67;NUBP1;GJA1;TUBA1B;TUBB5;LGALS1;PPP2R1A;TXNL4A;PHLDA1;RRP15;SH3GLB1;1810058I24RIK;ANXA2;PARP1;RPL23;IGFBP2;ANXA5;SFRP1;NCL;1700030K09RIK;ALDOA;CRYAB;GAS5;CRABP2;CRABP1;ATP5K;CRIP2;UBE2J1;THBS3;PODXL;0610012G03RIK;YKT6;SNX5;MBD3;CAR2;MDH1;HSPA4;SOD1;AIMP1;H19;NASP;DLG3;SERBP1;VIM;PKIG;EIF4G2
HDSigDB_Mouse_2021	Genes Up-Regulated In Succinate Dehydrogenase Inhibitor 3-NP Dependent Expression In WT Mouse Striatal Cells GSE3583	53/4554	3.301101e-02	1.845413e-01	0	0	1.376615e+00	4.695516e+00	PLXND1;RPLP1;NUBP1;GJA1;ZMYM2;GUK1;CHEK2;FTH1;C1QBP;ANXA6;RPLP2;TXNL4A;PHLDA1;RRP15;SH3GLB1;UNC45A;CCT3;ANXA2;PARP1;RPL23;RPL22;IGFBP2;DKC1;NCL;1810010H24RIK;RPL26;FKBP4;CRYAB;GAS5;ANAPC1;A930005H10RIK;CRIP2;1110002L01RIK;GSPT1;FAM149A;STIP1;LARP1;TCOF1;PODXL;G3BP1;SNX5;CCT5;NAA50;BTBD19;HSPA4;CNBP;HSPE1;SOD1;AIMP1;DLG3;LPCAT4;SERBP1;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 3 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	20/1399	3.308670e-02	1.845413e-01	0	0	1.630467e+00	5.557650e+00	CAR2;SPARC;DDX3X;ANXA2;RPL23;IGFBP2;ANXA5;RPLP0;HSPE1;RPL8;UBE2J1;GJA1;LGALS1;ZMYM2;NASP;PODXL;SERBP1;G3BP1;VIM;CRYAB
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SIVF020 Line NSCs Vs ESCs GSE34201	48/4060	3.363640e-02	1.870388e-01	0	0	1.390300e+00	4.716100e+00	KCNK5;RNASEH2C;HSP90AB1;CRABP2;RPLP1;BCCIP;ATP5K;HBA-A2;RPL8;RASIP1;GSPT1;FAM149A;RPS15;RPS14;STIP1;GJA1;LARP1;ZMYM2;TCOF1;PODXL;CHEK2;C1QBP;KDR;SNX5;RRP15;EIF5A;UNC45A;CCT3;ANXA2;TCF15;MDH1;HSPA4;RPL22;KRT8;RPS26;H19;SFRP1;MYL7;KRT18;ACTC1;DLG3;LPCAT4;RPL29;FKBP4;ALDOA;RPS21;CRYAB;ANAPC1
HDSigDB_Mouse_2021	Oligodendrocyte Gene Markers PMID17151600	3/77	3.412700e-02	1.891935e-01	0	0	4.421831e+00	1.493547e+01	CAR2;ACTC1;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In Genes Changed In Fragile X Syndrome iPSCs Vs Fibroblasts GSE21348	22/1584	3.433726e-02	1.897858e-01	0	0	1.587028e+00	5.350704e+00	KCNK5;CAR2;CRABP2;PARP1;RPL23;CRABP1;IGFBP2;KRT8;IGF2;SLC2A1;WDR89;H19;GJA1;KRT18;ZMYM2;TCOF1;NASP;TMEM88;MDK;CHEK2;KDR;ANAPC1
HDSigDB_Mouse_2021	Striatum Protein Module pM30 (Steelblue) PMID26900923	12/720	3.461329e-02	1.907369e-01	0	0	1.882933e+00	6.333277e+00	RPL4;LGALS1;RHEB;HSPA4;EIF3L;FASN;C1QBP;NF1;TXNL4A;PKIG;YKT6;SOD1
HDSigDB_Mouse_2021	Aged Microglia-Enriched Genes In Mouse Cortex PMID23954174	7/333	3.478734e-02	1.911221e-01	0	0	2.364389e+00	7.940806e+00	EEF1A1;CAR2;CRABP2;RPL32;KDR;1700030K09RIK;GAS5
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Striatum Of 8 Wk R6/2 Mice PXD004973	25/1860	3.490094e-02	1.911738e-01	0	0	1.540709e+00	5.169451e+00	ATF2;COX7B;RPL3;CRABP1;ATP5K;RPL8;SPPL3;GSPT1;UBE2J1;TUBB5;GUK1;SUFU;G3BP1;YKT6;RRP15;EIF5A;MDH1;RPL23;RPS5;HSPE1;ACTC1;NASP;NEDD4;ALDOA;ANAPC1
HDSigDB_Mouse_2021	Expression In SA01 Vs VUB03 MPCs GSE7177	3/78	3.525906e-02	1.925607e-01	0	0	4.362652e+00	1.459321e+01	RPS26;COX7B;DDX3X
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In Rat PC12 Cells GSE2602	4/134	3.540514e-02	1.927846e-01	0	0	3.365128e+00	1.124255e+01	KRT18;HSPA5;ANXA2;KRT8
HDSigDB_Mouse_2021	Expression In 9 Wk TIF-IA KO HD Mice GSE29647	13/806	3.571348e-02	1.938883e-01	0	0	1.823699e+00	6.076978e+00	MBD3;MDH1;IFT140;RPLP0;CRIP2;UBE2J1;AIMP1;RPS15;GJA1;LGALS1;NASP;ANXA6;VIM
HDSigDB_Mouse_2021	Differentially Expressed Genes In HD NPCs Vs Control NPCs GSE95343	37/3002	3.646534e-02	1.973861e-01	0	0	1.430492e+00	4.736921e+00	RPL4;ALAS2;SPARC;RPL3;DDX3X;CRABP2;RPL32;RPLP1;RPLP0;RPL8;PHB2;THBS3;LGALS1;SUFU;G3BP1;ANXA6;ALX4;RPLP2;CCT5;NAA50;CCT3;BTBD19;RPL41;NPM1;RPS8;RPS5;RPL22;EEF1A1;EEF1G;H19;ACTC1;EIF3L;NCL;RPL26;CYTB;RPS21;GAS5
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs MR90C2P27 Cell Line GSE22651	47/3986	3.709094e-02	2.001820e-01	0	0	1.382801e+00	4.555476e+00	SPARC;DDX3X;RPLP1;CRABP1;CITED4;BCCIP;ATP5K;CRIP2;WDR89;ACTB;UBE2J1;TUBB5;LGALS1;TCOF1;TMEM88;MDK;GUK1;FTH1;G3BP1;PHLDA1;RRP15;SH3GLB1;NAA50;JAG2;UNC45A;CCT3;CCT2;ANXA2;HSPA4;RPL23;CNBP;RPL22;IGFBP2;ANXA5;KRT8;HSPE1;RPS26;H19;SFRP1;KRT18;1810010H24RIK;RPL26;VIM;FKBP4;ALDOA;EIF4G2;ANAPC1
HDSigDB_Mouse_2021	HD Markers In Human Motor Cortex (HG-U133B) E-AFMX-6	6/267	3.734210e-02	2.009465e-01	0	0	2.525507e+00	8.302942e+00	HSPA8;CCT2;GJA1;TUBA1B;IGFBP2;ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Mbnl1/2 KO MEFs Treated With Mbnl3 siRNA Vs Untreated WT MEFs GSE60487	22/1601	3.796360e-02	2.036936e-01	0	0	1.568480e+00	5.130697e+00	EIF5A;RPL41;ANXA2;RPS5;ANXA5;RPLP0;BCCIP;COX6C;PHB2;SPPL3;ACTB;NUBP1;UBE2J1;SOD1;MED11;KRT18;PPP2R1A;SERBP1;KDR;1700030K09RIK;ALDOA;CCT5
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Healthy Donor Blood Cells GSE30933	8/415	3.857623e-02	2.063772e-01	0	0	2.167635e+00	7.055909e+00	TUBA1B;FASN;C1QBP;RPL26;RPS21;ACTB;SNX5;RRP15
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Striatum Of 12 Wk R6/2 Mice PXD004973	13/819	3.977320e-02	2.121623e-01	0	0	1.793058e+00	5.781826e+00	ATF2;CRABP1;HSPE1;ACTB;UBE2J1;ACTC1;PODXL;CHEK2;SUFU;ANXA6;RPLP2;EIF4G2;ANAPC1
HDSigDB_Mouse_2021	Hdac5 Interactome In Striatum Of Q20 And Q140 HD Mice PMID31040226	3/82	3.997903e-02	2.122825e-01	0	0	4.140919e+00	1.333128e+01	MDH1;PPP2R1A;HSPA4
HDSigDB_Mouse_2021	Mouse Cortex Cck Neuron Markers PMID19013282	32/2543	4.002711e-02	2.122825e-01	0	0	1.450879e+00	4.669217e+00	RNASEH2C;PLVAP;SPARC;POMP;CITED4;A930005H10RIK;CRIP2;PHB2;SPPL3;UBE2J1;RPS15;MED11;TCOF1;PPP2R1A;TMEM88;PCF11;0610012G03RIK;YKT6;UNC45A;HSPA5;TCF15;NDUFA5;PARP1;DCAKD;HSPE1;RPS26;DKC1;RPL29;PKIG;ALDOA;RPS21;CRYAB
HDSigDB_Mouse_2021	Striatum RNA M9 Module (Magenta) PMID26900923	8/419	4.043783e-02	2.138427e-01	0	0	2.146096e+00	6.884653e+00	EEF1A1;RNASEH2C;ATP5B;MED11;TUBB5;RPL3;DCAKD;SPPL3
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs Miz4 Stem Cell Line GSE22651	40/3320	4.076107e-02	2.149327e-01	0	0	1.400407e+00	4.481340e+00	SPARC;HSP90AB1;RPL32;ATP5K;CRIP2;MKI67;RASIP1;ACTB;FAM149A;NUBP1;STIP1;TUBB5;LARP1;TCOF1;PPP2R1A;MDK;GUK1;SNORD34;POLE;JAG2;EIF5A;UNC45A;CCT3;MBD3;HSPA8;TIGD5;ANXA2;IGFBP2;KRT8;MMP9;RPS26;H19;DLG3;LPCAT4;NCL;NF1;RPL26;VIM;ALDOA;EIF4G2
