Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In 22 Mon CHL2 HD Mice GSE10202	37/2267	3.423066e-02	2.222999e-01	0	0	1.425686e+00	4.811167e+00	JRK;RNASEK;HSP90AB1;CTR9;CRMP1;1110065P20RIK;UQCRH;ANAPC11;MRPL33;TTC28;PRDX2;YWHAQ;1700037C18RIK;MAGOH;RNPEP;SLC39A6;CPNE3;RPL18;CCT3;CCT2;PRMT7;ANKRD27;ANXA2;RPL22;SOX11;CWC15;PA2G4;DHDDS;TOX2;SLC25A39;NAGK;GSTA4;TMEM33;TNNT2;SMOC1;SRSF2;VIM
HDSigDB_Mouse_2021	Mitochondrial Function Gene Module From Cerebral Cortex PMID18849986	3/59	3.428099e-02	2.222999e-01	0	0	4.434949e+00	1.495981e+01	PRDX2;SNRPD2;NHP2
HDSigDB_Mouse_2021	Genes Changed In Cysteamine Treated STHdhQ111 Vs Control GSE129143	13/614	3.571055e-02	2.307825e-01	0	0	1.817541e+00	6.056608e+00	COX8A;LUZP1;CRIP2;PCOLCE;IGF2R;GJA1;HECTD1;GSTA4;DAD1;FTH1;BLVRB;BIRC6;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In Pvalb/Th-expressing Interneurons Of zQ175DN Vs WT PMID32681824	6/203	3.673162e-02	2.357773e-01	0	0	2.535306e+00	8.376949e+00	SRRM2;MDH1;UBN2;HNRNPA2B1;SRSF2;HNRNPU
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Striatum Of 5 Mon R6/2 HD Mice GSE26317	6/203	3.673162e-02	2.357773e-01	0	0	2.535306e+00	8.376949e+00	NAGK;NASP;TNNT2;SMOC1;PLCG2;1110038B12RIK
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 190401 Vs WT Mice GSE38962	4/104	3.715417e-02	2.376866e-01	0	0	3.317975e+00	1.092503e+01	SPARC;RARRES2;PCOLCE;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In HD iPSCs After 80 D Of Differentiation GSE109534	69/4702	3.729722e-02	2.378011e-01	0	0	1.309732e+00	4.307494e+00	DOCK6;IFITM1;HSP90AB1;HNRNPU;NRARP;RPL8;CDH5;GJA1;SALL1;UPK1A;TRIM28;MDK;RNPEP;NINL;LBR;TEAD4;CCT3;EIF5A;EGFL7;GPX1;RFC4;PARP1;TMOD3;PUS1;PCOLCE;MIF;WBP11;RHOA;EEF1A1;LARS2;KARS;PLSCR3;TMEM33;COL4A1;TNNT2;NCL;TIMELESS;SRSF2;HCN4;LUZP1;CRABP1;CTR9;MTIF2;RASIP1;UNG;LDHA;HECTD1;PLCG2;SFN;RPS2;PDLIM4;CCT5;SNX6;ANKRD27;INSR;RARRES2;DHCR24;PA2G4;IGF2R;APLN;HNRNPL;SMU1;SLC25A39;LSM6;NASP;CYP2S1;HNRNPA2B1;CTNNB1;ACO1
HDSigDB_Mouse_2021	Genes Changed In Mural Cells Of R6/2 Vs WT PMID32681824	7/259	3.794659e-02	2.411322e-01	0	0	2.315646e+00	7.575810e+00	DOCK6;SPARC;DLC1;PTN;CYTB;IGF2R;TTC28
HDSigDB_Mouse_2021	Astrocyte-specific Genes PMID15155908	2/26	3.887187e-02	2.453706e-01	0	0	6.881102e+00	2.234627e+01	GJA1;DBI
HDSigDB_Mouse_2021	Genes Down-Regulated In NES-Q28 Vs NLS-Q28 Changed Genes In PC12 Cells GSE26933	2/26	3.887187e-02	2.453706e-01	0	0	6.881102e+00	2.234627e+01	IFITM1;SPARC
HDSigDB_Mouse_2021	Down-regulated Genes In Htt-null mESCs GSE92905	4/106	3.941337e-02	2.479649e-01	0	0	3.252585e+00	1.051772e+01	LARS2;ANXA2;COL4A1;RPL34-PS1
HDSigDB_Mouse_2021	Genes Down-Regulated In Myotonic Dystrophy 1 Markers In Human Skeletal Muscle GSE48828	34/2074	3.955052e-02	2.480066e-01	0	0	1.426651e+00	4.608333e+00	RPL4;YWHAE;IFITM1;AUP1;RPL8;ECSIT;MRPL33;UNG;HSP90B1;PRDX2;HSPH1;YWHAQ;TRIM28;RPS18;RPL18;POLR2J;CCT5;SNX6;TEAD4;CCT3;CCT2;XBP1;D8ERTD738E;ANXA2;HSPA5;TFIP11;MIF;PA2G4;WBP11;RHOA;KARS;CDK4;DAD1;BLVRB
HDSigDB_Mouse_2021	Striatum RNA M40 Module (Mediumpurple3) PMID26900923	7/262	3.997210e-02	2.498256e-01	0	0	2.288051e+00	7.366548e+00	EGFL7;TRIM28;CRABP1;PTN;ECSIT;WBP11;RHOA
HDSigDB_Mouse_2021	ATN1-HTT Shared Co-Expressed Genes In HD-associated Brain Region PMID29249939	3/63	4.045035e-02	2.511623e-01	0	0	4.138445e+00	1.327481e+01	YWHAE;PUS1;ANKRD11
HDSigDB_Mouse_2021	Golgi Network Protein Composition PMID16615899	3/63	4.045035e-02	2.511623e-01	0	0	4.138445e+00	1.327481e+01	GOLGB1;RPL18;RHOA
HDSigDB_Mouse_2021	Expression In Frontal Lobe Of Mbnl KO Myotonic Dystrophy Mice GSE68890	12/563	4.083709e-02	2.527377e-01	0	0	1.826738e+00	5.842210e+00	XBP1;LDHA;SLC25A39;HSP90AB1;GOLGB1;ANKRD11;CTR9;ATP5K;CRIP2;DBI;ZC3H13;ANAPC11
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In 13 Wk TIF-IA KO HD Mice GSE29647	40/2520	4.100017e-02	2.529231e-01	0	0	1.386535e+00	4.428841e+00	IFITM1;SPARC;RPLP0;DBI;FBXO45;CRIP1;TTC28;GJA1;SALL1;RPS18;GLIPR2;MAGOH;PLCG2;SLC39A6;CPNE3;RPL18;PDLIM4;LBR;SNX6;CAR2;RFC4;D8ERTD738E;ANXA2;RPL23;TMOD3;RARRES2;SOX11;SNHG6;PCOLCE;RHOA;H19;NASP;TMEM33;SMOC1;HNRNPA2B1;TIMELESS;CTNNB1;ESAM;ACO1;VIM
HDSigDB_Mouse_2021	The Global Ubiquitinome Data Of The Insoluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	6/209	4.136669e-02	2.543583e-01	0	0	2.459616e+00	7.834565e+00	RPL4;EEF1A1;YWHAE;GJA1;RPLP2;ALDOA
HDSigDB_Mouse_2021	Top 20 Endothelial Cell-Enriched Genes PMID26060301	2/27	4.165506e-02	2.549598e-01	0	0	6.605523e+00	2.099455e+01	IFITM1;ESAM
HDSigDB_Mouse_2021	Microglia (Type 2) Gene Module From Human Brain PMID20616000	5/157	4.173289e-02	2.549598e-01	0	0	2.732911e+00	8.681000e+00	CDH5;IFITM1;ANXA2;COL4A1;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In iSPNs Of 9 Wks R6/2 Vs WT PMID32681824	39/2451	4.205951e-02	2.561317e-01	0	0	1.388546e+00	4.399844e+00	YWHAE;COX7B;RPL32;PLXND1;ANKRD11;ATP5K;HNRNPU;CRIP2;ECSIT;CAMKK1;UQCRH;UNG;HSP90B1;RPS15;HSPH1;TMEM88;SNRNP70;1700037C18RIK;POLR2J;EIF5A;XBP1;GPX1;RASL10B;DHCR24;MIF;CWC15;COX6C;WBP11;HNRNPL;RPS26;KARS;CDK4;CYP2S1;NHP2;ESAM;RPL29;CNIH2;TOMM6;SRSF9
HDSigDB_Mouse_2021	Cortex RNA M10 Module (Purple) PMID26900923	5/158	4.269166e-02	2.582212e-01	0	0	2.714911e+00	8.562155e+00	SF3B2;RNASEK;DAD1;ALDOA;POLR2J
HDSigDB_Mouse_2021	Genes Changed In Human HD Astrocytes Vs Control Astrocytes PMID32070434	33/2015	4.278398e-02	2.582212e-01	0	0	1.423002e+00	4.484720e+00	IFITM1;SPARC;HSP90AB1;RPLP1;RPLP0;HNRNPU;PTN;RFNG;UQCRH;ANAPC11;RPS15;HSPH1;SNRNP70;RPS2;RPL18;POLR2J;SRRM2;CCT3;CAR2;GPX1;MDH1;RPS5;SNHG6;PCOLCE;HNRNPL;EEF1A1;SLC25A39;NASP;DLC1;SRSF2;MALAT1;BIRC6;VIM
HDSigDB_Mouse_2021	Alzheimer Disease Up-Regulated Genes In CA1 Area Of Hippocampus Blalock PMID14769913	32/1943	4.289347e-02	2.582212e-01	0	0	1.429989e+00	4.503085e+00	RPL4;JRK;IFITM1;SPARC;MTIF2;RFNG;PPM1F;UNG;GGA1;GJA1;SNRNP70;FTH1;PLCG2;RPLP2;SNORD34;CPNE3;SFN;RPL18;PDLIM4;SNX6;SRRM2;XBP1;ZFHX3;1110008P14RIK;TPRA1;ANXA2;INSR;RARRES2;EEF1A1;PLSCR3;GOLGB1;TIMELESS
HDSigDB_Mouse_2021	Insoluble Proteins Enriched In Cerebellum Of 12 Wk R6/2 Mice Vs WT PMID29166617	4/109	4.294626e-02	2.582212e-01	0	0	3.159172e+00	9.944460e+00	EEF1A1;HNRNPA2B1;VIM;ALDOA
HDSigDB_Mouse_2021	Genes Changed In Aged Vs Young Astrocytes PMID23954174	15/762	4.335545e-02	2.598592e-01	0	0	1.689235e+00	5.301364e+00	1110008P14RIK;RASL10B;CRMP1;HBA-A2;DBI;CWC15;EEF1A1;DAD1;UBN2;HNRNPA2B1;TIMELESS;SERF1;ACO1;RPS2;CNIH2
HDSigDB_Mouse_2021	Cortex RNA M41 Module (Lightsteelblue1) PMID26900923	5/159	4.366363e-02	2.604461e-01	0	0	2.697144e+00	8.445404e+00	PRDX2;GSTA4;SLC39A6;CRMP1;WBP11
HDSigDB_Mouse_2021	Genes Up-Regulated In Inferior Olive Of 5 Week Old ATXN1[82Q] Vs WT GSE122099	3/65	4.373105e-02	2.604461e-01	0	0	4.004541e+00	1.253300e+01	HBA-A2;PCOLCE;VIM
HDSigDB_Mouse_2021	Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE38962	22/1237	4.386461e-02	2.604461e-01	0	0	1.533224e+00	4.793852e+00	SRRM2;TEAD4;CCT3;EIF5A;NAPB;IFITM1;SF3B2;PRMT7;MDH1;TMOD3;PUS1;RARRES2;TFIP11;ECSIT;IGF2R;YWHAQ;TMEM33;PLCG2;SERF1;VIM;OCIAD2;ZC3H13
HDSigDB_Mouse_2021	Differentially Expressed Genes In Hippocampus Of 6 Mon HD Q175 Mice Vs Q20 GSE73503	70/4824	4.455389e-02	2.637146e-01	0	0	1.292048e+00	4.019634e+00	SPARC;HSP90AB1;RPLP0;AUP1;ECSIT;RPS14;SALL1;SNRPD2;YWHAQ;TRIM28;MDK;FTH1;RNPEP;SLC39A6;CPNE3;SRRM2;COX8A;EIF5A;EGFL7;1110008P14RIK;D8ERTD738E;PARP1;TMOD3;RPS5;TFIP11;WBP11;DHDDS;TOX2;TMEM33;COL4A1;SRSF2;BLVRB;MALAT1;BIRC6;RPL29;ALDOA;SF3B2;TNKS;CRIP2;PTN;RFNG;CAMKK1;PPM1F;LDHA;HECTD1;FIP1L1;BLOC1S1;MIER3;UBN2;MEST;POLR2J;SNX6;CAR2;MDH1;RASL10B;ARHGAP29;DHCR24;RPS26;SBK1;NAGK;CDK4;GOLGB1;SMOC1;HNRNPA2B1;CTNNB1;CYTB;OCIAD2;CNIH2;RPS21;TOMM6
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Neurons Treated With ZFP-C Vs Control GSE127821	18/967	4.527197e-02	2.671327e-01	0	0	1.599890e+00	4.951768e+00	SRRM2;COX8A;IFITM1;ZFHX3;1110008P14RIK;ANXA2;PLXND1;ANKRD11;TFIP11;NRARP;CRIP2;FBXO45;MIF;WBP11;IGF2R;HNRNPL;MDK;CNIH2
HDSigDB_Mouse_2021	Expression In Drosophila S1 Line Encoding Toxic Repeat-Containing dsRNA GSE42910	6/214	4.549949e-02	2.676440e-01	0	0	2.399877e+00	7.415751e+00	LDHA;EGFL7;RASL10B;CTR9;UQCRH;HSP90B1
HDSigDB_Mouse_2021	Genes Down-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 1 PMID28743452	11/510	4.564449e-02	2.676683e-01	0	0	1.845953e+00	5.698221e+00	ZFHX3;HSPH1;NASP;UBN2;NCL;HNRNPA2B1;TIMELESS;SRSF2;HNRNPU;BIRC6;SRSF9
HDSigDB_Mouse_2021	Genes Changed In Human Neurodegenerative Prefrontal Cortex PMID29375298	64/4365	4.591704e-02	2.684381e-01	0	0	1.299543e+00	4.003786e+00	RPL4;DOCK6;IFITM1;RPL32;RPLP1;RPLP0;SIX1;DBI;AUP1;RPL8;RPS15;RPS14;CDH5;GJA1;UPK1A;YWHAQ;TRIM28;RPS18;RNPEP;RPLP2;TEAD4;CCT3;EGFL7;TPRA1;GPX1;ANXA2;RPL23;TMOD3;RPS5;RPL22;PCOLCE;WBP11;DHDDS;TMEM33;DAD1;TIMELESS;SRSF4;RPL26;RPL29;NAPB;CRABP1;RFNG;RASIP1;ANAPC11;UNG;HECTD1;SERF1;RPS2;RPL18;ZC3H13;PDLIM4;POLR2J;MDH1;RARRES2;IGF2;SNHG6;APLN;H19;SLC25A39;SNAI1;CTNNB1;ESAM;VIM;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In The Astrocytes Of zQ175 KI Mice Vs WT At 6 Month Old GSE124846	6/215	4.635582e-02	2.701720e-01	0	0	2.388272e+00	7.335360e+00	TNNT2;SMOC1;RNPEP;SOX11;SNHG6;DBI
HDSigDB_Mouse_2021	Differentially Expressed Proteins In The Midbrain Of R6/2 Vs WT PXD008099	4/112	4.665201e-02	2.702805e-01	0	0	3.070949e+00	9.412578e+00	GJA1;SPARC;RNPEP;BIRC6
HDSigDB_Mouse_2021	Genes Changed In Microglia Of ALS Model Mice PMID26001565	5/162	4.665896e-02	2.702805e-01	0	0	2.645201e+00	8.107252e+00	ANXA2;FTH1;TIMELESS;VIM;IGF2R
HDSigDB_Mouse_2021	Expression In Striatum Of 7 Mon BACHD-deltaN17 HD Mice GSE64386	31/1886	4.694015e-02	2.710829e-01	0	0	1.424782e+00	4.358241e+00	RNASEK;HSP90AB1;PLXND1;NRARP;DBI;RFNG;CAMKK1;PPM1F;FIP1L1;BLOC1S1;RNPEP;PLCG2;SLC39A6;CAR2;ANXA2;PARP1;MDH1;RASL10B;RPL23;RPL22;SMU1;LARS2;NAGK;SMOC1;NHP2;BLVRB;SFXN1;VIM;INTS9;CNIH2;TOMM6
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of Dox Treated FRDAkd Vs WT Mice At 16 Wk GSE98790	2/29	4.743669e-02	2.731203e-01	0	0	6.115605e+00	1.864256e+01	XBP1;1110008P14RIK
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Striatum From 6 Wk R6/2 HD Mice GSE1980	4/113	4.792562e-02	2.751017e-01	0	0	3.042620e+00	9.243799e+00	CAR2;GJA1;HSPH1;HSP90B1
HDSigDB_Mouse_2021	Genes Down-Regulated In iSPNs Of 6 Mon HdhQ111 Vs HdhQ20 PMID32681824	12/578	4.812184e-02	2.753960e-01	0	0	1.776938e+00	5.391263e+00	COX8A;EIF5A;D8ERTD738E;KARS;BLOC1S1;CRIP2;RPL26;CWC15;RPL18;RPL8;ALDOA;1110065P20RIK
HDSigDB_Mouse_2021	Differentially Expressed Genes In Cerebellum Of 10 Mon HD Q140 Mice Vs Q20 GSE78270	22/1252	4.888175e-02	2.789049e-01	0	0	1.513301e+00	4.567675e+00	COX8A;CAR2;NAPB;SPARC;TPRA1;GPX1;PLXND1;CRMP1;RFNG;TTC28;GJA1;MDK;DAD1;FTH1;SMOC1;NCL;SLC39A6;SFXN1;ESAM;ACO1;ZC3H13;SRSF9
HDSigDB_Mouse_2021	Genes Up-Regulated In Microglial Cells Of HD Patients Vs Control PMID32681824	10/454	4.914962e-02	2.791489e-01	0	0	1.883214e+00	5.673910e+00	ZFHX3;HSPH1;HSP90AB1;INSR;ANKRD11;PLCG2;SLC16A10;TNRC18;CYTB;SNX6
HDSigDB_Mouse_2021	Genes Down-Regulated In Mural Cells Of zQ175DN Vs WT PMID32681824	4/114	4.921837e-02	2.791489e-01	0	0	3.014806e+00	9.079054e+00	TMOD3;INSR;ARHGAP29;CRIP2
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs MR90C2P28 Cell Line GSE22651	62/4231	4.997112e-02	2.825748e-01	0	0	1.295248e+00	3.880964e+00	DOCK6;SPARC;PLXND1;UPK1A;SNRPD2;TRIM28;TMEM88;MDK;CCT3;CCT2;1110008P14RIK;RFC4;ANXA2;TMOD3;RPL22;SOX11;WBP11;TOX2;DAD1;NCL;SRSF2;BLVRB;BIRC6;RPL26;RPL29;ALDOA;HBB-Y;NAPB;SF3B2;RNASEK;LUZP1;CRABP1;CTR9;PDXP;CRIP2;RFNG;CRIP1;UNG;LDHA;SAMM50;PLCG2;SERF1;MEST;POLR2J;RARRES2;APLN;COL1A1;RPS26;SMU1;H19;PSMC5;LSM6;NAGK;NASP;CYP2S1;SMOC1;CTNNB1;SFXN1;ESAM;ACO1;VIM;INTS9
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of HD Q175 Mice PMID26900923	20/1117	5.025398e-02	2.833311e-01	0	0	1.539534e+00	4.604231e+00	HCN4;CAR2;SPARC;TPRA1;PLXND1;RARRES2;SLC16A10;DHCR24;CAMKK1;PPM1F;APLN;COL1A1;CDH5;GJA1;TOX2;COL4A1;MDK;CYP2S1;FTH1;CNIH2
HDSigDB_Mouse_2021	Up-regulated Genes In R6/2 LNA-CTG Vs WT LNA-SCB Mice GSE85126	4/115	5.053023e-02	2.840457e-01	0	0	2.987494e+00	8.918217e+00	NAGK;TNNT2;SMOC1;SOX11
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice (MOE430B Array) GSE14691	7/277	5.115388e-02	2.863865e-01	0	0	2.159275e+00	6.419346e+00	ZFHX3;DLC1;ARHGAP29;SLC16A10;OCIAD2;PPM1F;1110038B12RIK
HDSigDB_Mouse_2021	Genes Down-Regulated In Cerebellum Of 12 Week Old Atxn1[154Q/2Q] Vs WT GSE122099	23/1329	5.131699e-02	2.863865e-01	0	0	1.490717e+00	4.427032e+00	HCN4;CAR2;ZFHX3;EGFL7;SPARC;RARRES2;SOX11;NRARP;DHCR24;DBI;MIF;CAMKK1;PPM1F;GJA1;TOX2;SALL1;SBK1;GSTA4;CYP2S1;TNNT2;MALAT1;OCIAD2;CNIH2
HDSigDB_Mouse_2021	Genes Down-Regulated In Myotonic Dystrophy 2 Vs Non-Myotonic Dystrophy Markers In Human Skeletal Muscle GSE48828	8/336	5.146174e-02	2.863865e-01	0	0	2.034021e+00	6.034770e+00	SPARC;ANXA2;TNNT2;FTH1;IGF2;1110004F10RIK;VIM;SRSF9
HDSigDB_Mouse_2021	Differentially Expressed Genes In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 GSE73468	56/3776	5.154956e-02	2.863865e-01	0	0	1.305121e+00	3.869959e+00	RPL4;DOCK6;YWHAE;SPARC;RPL32;RPLP0;NRARP;TTC28;RPS14;CDH5;GJA1;RPS18;SNRNP70;MDK;FTH1;RNPEP;SLC39A6;NINL;CCT2;TPRA1;RPL23;PUS1;PCOLCE;DHDDS;EEF1A1;TIMELESS;RPL29;ALDOA;1110038B12RIK;HCN4;LUZP1;MTIF2;RFNG;CAMKK1;PPM1F;SERF1;RPS2;ZC3H13;CAR2;ZFHX3;RARRES2;IGF2;SNHG6;1110004F10RIK;DHCR24;CWC15;PA2G4;APLN;HNRNPL;SMU1;H19;SBK1;CYP2S1;SMOC1;SFXN1;OCIAD2
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Cerebellum Of 11 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867	6/221	5.170395e-02	2.864067e-01	0	0	2.320910e+00	6.875050e+00	SBK1;HSPA5;MALAT1;DHCR24;HBA-A2;HSP90B1
HDSigDB_Mouse_2021	Up-regulated Proteins In Striatum Of 10 Mon HD Q175 Mice Vs Q20 PXD006302	5/167	5.191673e-02	2.867494e-01	0	0	2.562905e+00	7.581367e+00	NAGK;TRIM28;VIM;CRIP1;IGF2R
HDSigDB_Mouse_2021	Microglia (Type 1) Gene Module From Mouse Brain PMID20616000	3/70	5.249229e-02	2.883489e-01	0	0	3.704754e+00	1.091824e+01	ZFHX3;1110008P14RIK;SMOC1
HDSigDB_Mouse_2021	Genes Up-Regulated In dSPNs Of 9 Wks R6/2 Vs WT PMID32681824	39/2494	5.250986e-02	2.883489e-01	0	0	1.360844e+00	4.010072e+00	RPL4;YWHAE;SF3B2;HSP90AB1;LUZP1;CRMP1;TTC28;GGA1;YWHAQ;FIP1L1;MIER3;MAGOH;RNPEP;SLC39A6;RPL18;ZC3H13;CCT5;SNX6;CCT2;ZFHX3;RFC4;HSPA5;TMOD3;SOX11;PA2G4;COL1A1;EEF1A1;TOX2;NAGK;GSTA4;NASP;TNNT2;DLC1;NCL;HNRNPA2B1;SRSF2;CTNNB1;VIM;INTS9
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of 10 Mon HD Q140 Mice Vs Q20 GSE78270	13/652	5.299558e-02	2.901775e-01	0	0	1.706065e+00	5.011645e+00	COX8A;CAR2;SPARC;TPRA1;GPX1;PLXND1;RFNG;GJA1;MDK;DAD1;FTH1;ESAM;SRSF9
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Drosophila S1 Line Encoding Toxic Repeat-Containing dsRNA GSE42910	4/117	5.321118e-02	2.905208e-01	0	0	2.934319e+00	8.607786e+00	LDHA;RASL10B;UQCRH;HSP90B1
HDSigDB_Mouse_2021	Cingulate (Layer 5 And 6), Somatosensory (Layer 5), Hippocampal, And Basolateral Amygdala Pyramidal Neuron Gene Module PMID19638972	8/339	5.367072e-02	2.921902e-01	0	0	2.015274e+00	5.894451e+00	NAPB;HSPH1;HSPA5;YWHAQ;NCL;SRSF2;CTNNB1;1110004F10RIK
HDSigDB_Mouse_2021	Genes Down-Regulated In Mouse Granule Cells Vs Basket Cells GSE101914	15/786	5.397725e-02	2.930194e-01	0	0	1.634586e+00	4.771670e+00	TPRA1;LUZP1;HNRNPU;RHOA;ANAPC11;PRDX2;HSPH1;SAMM50;SBK1;RPS18;CDK4;NCL;MALAT1;RPL18;TOMM6
HDSigDB_Mouse_2021	Genes Changed In WT Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856	3/71	5.433870e-02	2.941411e-01	0	0	3.650087e+00	1.063094e+01	COX8A;SRRM2;SRSF2
HDSigDB_Mouse_2021	Genes Changed In Nicotinamide Treated STHdhQ111 Vs Control GSE129143	19/1060	5.500049e-02	2.968777e-01	0	0	1.538896e+00	4.463435e+00	GPX1;LUZP1;TNKS;INSR;CTR9;CRIP2;PCOLCE;1110065P20RIK;IGF2R;HECTD1;PLSCR3;GSTA4;CDK4;CPNE3;SRSF4;MALAT1;BIRC6;ACO1;VIM
HDSigDB_Mouse_2021	Striatum Protein Module pM20 (Royalblue) PMID26900923	7/283	5.612840e-02	3.017239e-01	0	0	2.111684e+00	6.081889e+00	GGA1;GLIPR2;CPNE3;SFXN1;RPS21;CRIP1;SNX6
HDSigDB_Mouse_2021	Insoluble Proteins Enriched In Cerebellum Of 8 Wk R6/2 Mice Vs WT PMID29166617	3/72	5.621593e-02	3.017239e-01	0	0	3.597004e+00	1.035417e+01	PRDX2;RPL32;RPS2
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of Cic KO Vs WT Mice GSE108254	2/32	5.661584e-02	3.021632e-01	0	0	5.503208e+00	1.580228e+01	SPARC;UNG
HDSigDB_Mouse_2021	Genes Changed In Cerebellum Of Dox Treated FRDAkd Mice At 12 Wk GSE98790	2/32	5.661584e-02	3.021632e-01	0	0	5.503208e+00	1.580228e+01	1110008P14RIK;CRIP2
HDSigDB_Mouse_2021	Differentially Expressed Genes In Cerebellum Of HD Q175 Mice PMID26900923	36/2288	5.712640e-02	3.040341e-01	0	0	1.365187e+00	3.907831e+00	HCN4;YWHAE;NAPB;SF3B2;SPARC;PLXND1;CRMP1;MTIF2;CAMKK1;PPM1F;MRPL33;TTC28;CDH5;GJA1;SAMM50;SNRNP70;MDK;FTH1;RNPEP;SLC39A6;SERF1;MEST;CAR2;TPRA1;ANKRD27;RARRES2;SLC16A10;DHCR24;APLN;COL1A1;TOX2;COL4A1;CYP2S1;SMOC1;SFXN1;CNIH2
HDSigDB_Mouse_2021	Down-regulated Genes In The Heart Of Dox Treated FRDAkd Mice After 4 Wk Rescue GSE98790	4/120	5.737507e-02	3.043559e-01	0	0	2.857995e+00	8.168565e+00	SRRM2;XBP1;1110008P14RIK;RPL23
HDSigDB_Mouse_2021	Expression In VUB01 Vs VUB03 MPCs GSE7177	5/172	5.750725e-02	3.043559e-01	0	0	2.485537e+00	7.098307e+00	RPS26;SMU1;COX7B;ANKRD27;CRMP1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Retina Of 9 Wk R7E Spinocerebellar Ataxia 7 Mice GSE3634	7/285	5.785123e-02	3.053259e-01	0	0	2.096277e+00	5.974139e+00	EGFL7;PRMT7;RPL22;IGF2;HNRNPU;DHCR24;ALDOA
HDSigDB_Mouse_2021	Genes Changed In Inferior Olive Of 5 Week Old ATXN1[82Q] Vs WT GSE122099	3/73	5.812375e-02	3.053542e-01	0	0	3.545438e+00	1.008741e+01	HBA-A2;PCOLCE;VIM
HDSigDB_Mouse_2021	Liver RNA M15 Module (Midnightblue) PMID26900923	6/228	5.840181e-02	3.053542e-01	0	0	2.246924e+00	6.382180e+00	YWHAE;YWHAQ;HNRNPA2B1;SRSF2;SERF1;PA2G4
HDSigDB_Mouse_2021	Genes Up-Regulated In Parkinson Disease Markers In Human Substantia Nigra GSE26927	22/1278	5.854359e-02	3.053542e-01	0	0	1.479896e+00	4.199919e+00	SRRM2;TEAD4;DOCK6;CAR2;IFITM1;PLXND1;PUS1;DHCR24;RFNG;AUP1;GGA1;CDH5;NAGK;TRIM28;SNRNP70;CDK4;SMOC1;RNPEP;PLCG2;TIMELESS;ESAM;LBR
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellar Nuclei Of ATXN3-dupKI HOM Mice GSE117605	1/5	5.882085e-02	3.053542e-01	0	0	2.057812e+01	5.830315e+01	CAR2
HDSigDB_Mouse_2021	Genes Changed In Cortex From The 75 Wk MJD84.2 Mice GSE107958	1/5	5.882085e-02	3.053542e-01	0	0	2.057812e+01	5.830315e+01	CAR2
HDSigDB_Mouse_2021	Genes Up-Regulated In dSPNs Of HdhQ111 Vs HdhQ20 PMID32681824	1/5	5.882085e-02	3.053542e-01	0	0	2.057812e+01	5.830315e+01	MDH1
