Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P27 Cell Line GSE22651	23/2099	4.338785e-02	2.194843e-01	0	0	1.538336e+00	4.826647e+00	SPARC;ANXA2;RPL22;CRABP1;KRT8;CRIP2;ACTB;COPZ1;ETV5;DLK1;RPS26;DRAP1;H19;FRMD5;TUBB5;KRT18;MDK;PMP22;ANO10;ESAM;VIM;UBQLN4;EZH2
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Grade 2 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	11/811	4.372708e-02	2.204429e-01	0	0	1.870884e+00	5.855469e+00	YWHAE;ACTR2;BEX1;PEG3;ZNHIT3;CCDC85B;SPECC1L;NDUFAB1;GRB10;CALM2;ACTB
HDSigDB_Mouse_2021	Genes Down-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 96 H Of Induction PMID28499347	4/175	4.383928e-02	2.204429e-01	0	0	3.131320e+00	9.792344e+00	KRT18;KRT8;ETV5;DLK1
HDSigDB_Mouse_2021	FOXP1 Up-Regulated Genes In Human Neural Cells GSE62718	8/520	4.394252e-02	2.204429e-01	0	0	2.112872e+00	6.602455e+00	KRT18;AHNAK;CRABP2;NEDD4;KDR;SLC2A1;RAPGEF5;DLK1
HDSigDB_Mouse_2021	FOXP1 Regulated Genes In Striatum Of BACHD Mice GSE104990	1/6	4.445875e-02	2.224166e-01	0	0	2.645867e+01	8.237095e+01	CRABP2
HDSigDB_Mouse_2021	Genes Changed In Mouse Microglia During Aging PMID26001565	7/430	4.496782e-02	2.243436e-01	0	0	2.232434e+00	6.924581e+00	RPS9;RPL41;ANXA2;FTH1;SLC2A1;SLC2A3;COX6C
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of 6 Mon HD Q175 Mice Vs Q20 GSE73468	18/1555	4.577422e-02	2.277393e-01	0	0	1.612437e+00	4.972811e+00	RPS9;RPL41;BEX1;RPS5;RPLP1;CRIP2;RPL8;COX6C;CDC25A;DRAP1;UBB;CCDC85B;NDUFAB1;RPL13;RPS20;RPL29;MEST;RPS21
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Striatum Of 12 Wk R6/2 Mice PXD004973	11/819	4.634644e-02	2.299545e-01	0	0	1.851582e+00	5.687341e+00	BEX1;ACTC1;PDF;ARL6IP1;EEF1D;PRDX1;CRABP1;VPS41;HSPE1;RAPGEF5;ACTB
HDSigDB_Mouse_2021	Genes Down-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 4 PMID28743452	7/435	4.732487e-02	2.341676e-01	0	0	2.205786e+00	6.729234e+00	EEF1A1;YWHAE;CSNK2A1;PRDX1;VIM;RPL29;SENP3
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Quadriceps Muscle Of HSALR 41 Myotonic Dystrophy Mice (MOE430A Array) GSE14691	6/347	4.828511e-02	2.382679e-01	0	0	2.367236e+00	7.174222e+00	H19;BEX1;KRT18;AHNAK;PFN1;ACTB
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SIVF017 Line NSCs Vs ESCs GSE34201	42/4369	4.904024e-02	2.408295e-01	0	0	1.382240e+00	4.167612e+00	TNFAIP8;BEX1;CRABP2;CCNF;SLC41A1;SLC2A3;RPL8;RASIP1;TUBB5;PDF;UBB;CBS;PRDX1;G3BP1;RPL13;ANO10;MEST;CNNM3;TMPO;ANXA2;CSNK2A1;WDR18;CCDC58;KRT8;IGF2;CDC25A;ZWINT;DHODH;RPS26;H19;FRMD5;MYL7;KRT18;ACTC1;TMEM54;DKC1;ABI3;SLC25A19;SERBP1;RPL29;RPS21;SNRPA
HDSigDB_Mouse_2021	Markers Of Facial Motor Nucleus In Pontine Tegmentum PMID22996553	2/47	4.907018e-02	2.408295e-01	0	0	5.907233e+00	1.780738e+01	ANXA2;TSPAN18
HDSigDB_Mouse_2021	Liver RNA M28 Module (Skyblue) PMID26900923	7/439	4.926657e-02	2.411399e-01	0	0	2.184912e+00	6.577698e+00	CNN2;H19;SPARC;ANXA2;HAND2;FKBP9;VIM
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Vs WT Mice At 20 Wk GSE98790	8/533	4.948707e-02	2.415662e-01	0	0	2.059167e+00	6.189948e+00	SPARC;ARL6IP1;PMP22;ANO10;MAN2B1;VIM;ACTB;MYH7
HDSigDB_Mouse_2021	Vascular Endothelial Cell-Enriched Genes PMID25700174	6/350	4.995996e-02	2.432191e-01	0	0	2.346231e+00	7.030559e+00	RPS26;CDH5;RPL41;TSPAN18;KDR;RASIP1
HDSigDB_Mouse_2021	HD-specific Set Of Genes (Cluster 2) PMID28499347	11/831	5.047471e-02	2.450662e-01	0	0	1.823336e+00	5.444998e+00	KRT18;ARL6IP1;HAND2;TSPAN18;KRT8;SLC2A1;ANO10;FURIN;MEST;ETV5;DLK1
HDSigDB_Mouse_2021	Genes Down-Regulated In WT Vs R6/1 Both Treated With AAV2/1-control GSE139847	3/110	5.075508e-02	2.457686e-01	0	0	3.739960e+00	1.114786e+01	SPARC;CNNM3;DLK1
HDSigDB_Mouse_2021	Htt-N171-19Q Changed Genes In Rat Striatal Neurons GSE1918	2/48	5.095623e-02	2.460846e-01	0	0	5.778523e+00	1.720144e+01	AHNAK;PMP22
HDSigDB_Mouse_2021	Up-regulated Insoluble Proteins In Cerebral Cortex Of 8 Wk R6/2 Mice PXD004973	1/7	5.167523e-02	2.488932e-01	0	0	2.204778e+01	6.532264e+01	UBQLN4
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 7 D GSE56185	37/3782	5.201589e-02	2.498695e-01	0	0	1.395657e+00	4.125851e+00	TNFAIP8;BEX1;CPOX;SLC41A1;RASIP1;OSGEP;CDH5;CCND3;CSRP3;CCDC85B;G3BP1;KDR;MEST;CNNM3;UBQLN4;COG4;WDR18;IGF2;VEGFB;HSPE1;AIG1;COX6C;DHODH;FRMD5;TRAPPC6A;ACTC1;EEF1D;SLC25A19;HAND2;TSPAN18;SPECC1L;NDUFS4;NDUFAB1;HOXD4;DCTPP1;SNRPA;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In Myotonic Dystrophy 1 Markers In Human Myoblasts GSE22498	2/49	5.286802e-02	2.532910e-01	0	0	5.655291e+00	1.662631e+01	H19;ACTC1
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of R6/2 Vs WT PMID32681824	5/269	5.355818e-02	2.557996e-01	0	0	2.540603e+00	7.436311e+00	YWHAE;UBB;CCDC58;AIG1;ZWINT
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SI-187 Line NSCs Vs ESCs GSE34201	38/3912	5.367413e-02	2.557996e-01	0	0	1.386712e+00	4.055890e+00	TNFAIP8;BEX1;CRABP2;DHX8;DOCK8;RPLP1;RPL8;RASIP1;OSGEP;UBB;CBS;PRDX1;ANO10;MEST;PEG3;CCDC58;KRT8;HSPE1;AIG1;ZWINT;DLK1;RPS26;H19;TRAPPC6A;MYL7;KRT18;ACTC1;ARMC10;TMEM54;ABI3;SLC25A19;NCL;RPA3;SERBP1;NDUFAB1;PPIG;RPL29;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In Influence Of Spt4 Deletion On Expression In Yeasts (Biological Repeat 2) GSE33497	5/270	5.425143e-02	2.578259e-01	0	0	2.530887e+00	7.375322e+00	DRAP1;RRM1;SLC2A3;HSPE1;CDC25A
HDSigDB_Mouse_2021	Genes Changed In Human HD Neurons Vs Control Neurons PMID32070434	26/2495	5.438403e-02	2.578259e-01	0	0	1.464172e+00	4.263207e+00	RPL4;SPARC;BEX1;CRABP1;OSGEP;CCND3;TUBB5;G3BP1;MCMBP;MEST;UBQLN4;RPS9;RPL41;RPL22;VEGFB;HSPE1;AIG1;ETV5;EEF1A1;TRAPPC6A;NDUFS4;PMP22;FKBP9;RAPGEF5;CALM2;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In CAG Length-Dependent Genes In 10 Mon Mouse Liver PMID26900923	2/50	5.480507e-02	2.585202e-01	0	0	5.537192e+00	1.607986e+01	H19;ACTC1
HDSigDB_Mouse_2021	Mouse Spiny Projection Neurons-Enriched Genes PMID30811995	12/946	5.481600e-02	2.585202e-01	0	0	1.748340e+00	5.076783e+00	TLE4;CDH5;BEX1;CRABP2;PEG3;RPA3;NDUFS4;IGF2;CRIP2;CALM2;ETV5;MYH7
HDSigDB_Mouse_2021	Genes Changed In Cerebellum Of Cic KO Vs WT Mice GSE108254	3/114	5.535389e-02	2.603789e-01	0	0	3.604456e+00	1.043133e+01	SPARC;PRRT4;ETV5
HDSigDB_Mouse_2021	Genes Up-Regulated In Endothelial Cells Of R6/2 Vs WT PMID32681824	5/273	5.636250e-02	2.639445e-01	0	0	2.502172e+00	7.196125e+00	YWHAE;CCND3;PPIG;RAPGEF5;ZWINT
HDSigDB_Mouse_2021	Up-regulated Insoluble Proteins In Hippocampus Of 12 Wk R6/2 Mice PXD004973	3/115	5.653376e-02	2.639445e-01	0	0	3.572092e+00	1.026233e+01	UBB;EEF1D;VIM
HDSigDB_Mouse_2021	HD Grade 2 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	18/1597	5.654913e-02	2.639445e-01	0	0	1.565948e+00	4.498413e+00	YWHAE;ACTR2;SPARC;BEX1;AHNAK;ANXA2;PEG3;ACTB;ZNHIT3;EEF1D;CCDC85B;SERBP1;SPECC1L;G3BP1;NDUFAB1;GRB10;VIM;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SA01 Line NSCs Vs ESCs GSE34201	39/4060	5.852414e-02	2.708327e-01	0	0	1.370688e+00	3.890445e+00	COX7B;TNFAIP8;BEX1;CRABP2;RPLP1;SLC41A1;SLC2A3;RPL8;RASIP1;PDF;UBB;ZNHIT3;CBS;PRDX1;G3BP1;KDR;RPL13;MEST;CNNM3;EIF5A;CCDC58;KRT8;HSPE1;AIG1;RPS26;FRMD5;TRAPPC6A;KRT18;ACTC1;ARMC10;TMEM54;DKC1;SLC25A19;NCL;SERBP1;NDUFAB1;TSR1;PPIG;RPL29
HDSigDB_Mouse_2021	H3K27me3-enriched Genes In MSNs Of Adult Mice PMID27526204	22/2054	5.859633e-02	2.708327e-01	0	0	1.495353e+00	4.242442e+00	TNFAIP8;SPARC;ANXA2;DOCK8;HBA-X;KRT8;IGF2;DLK1;CDH5;H19;KRT18;TMEM54;ABI3;CBS;HAND2;TSPAN18;PMP22;KDR;GRB10;IGF2BP1;HOXD4;VIM
HDSigDB_Mouse_2021	Genes Changed In Corticostriatal Projection Neurons Of R6/2 Vs WT PMID32681824	17/1494	5.864507e-02	2.708327e-01	0	0	1.578047e+00	4.475740e+00	AHNAK;PEG3;BTF3L4;VEGFB;SLC2A3;CRIP2;AIG1;ZWINT;ETV5;EEF1A1;CCND3;FTH1;PRDX1;CYTB;RAPGEF5;CALM2;MYH7
HDSigDB_Mouse_2021	Up-regulated Genes In Pons Of ATXN3-KI HET Mice GSE117605	4/193	5.877865e-02	2.708327e-01	0	0	2.830508e+00	8.021593e+00	CPOX;FKBP9;ZWINT;ETV5
HDSigDB_Mouse_2021	CA3 Overexpressed Genes Compared To CA1 Ginsberg PMID15861457	1/8	5.883758e-02	2.708327e-01	0	0	1.889714e+01	5.353513e+01	ACTB
HDSigDB_Mouse_2021	Genes Associated With Changed H3K27ac Signals In HD Patients Vs Control PMID30811995	3/117	5.892928e-02	2.708327e-01	0	0	3.509068e+00	9.935636e+00	RPS9;UBB;TMPO
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 4B Treated Vs Untreated Friedreich Ataxia Carrier Blood Cells GSE30933	11/854	5.907174e-02	2.708327e-01	0	0	1.771446e+00	5.011424e+00	DRAP1;ACTR2;COX7B;ARL6IP1;ANXA2;ARMC10;PMP22;MAN2B1;CALM2;PDIA6;RPS21
HDSigDB_Mouse_2021	Down-regulated Proteins In Cerebrospinal Fluid Of 8 Wk R6/2 Mice PXD004973	7/459	5.973182e-02	2.731675e-01	0	0	2.086083e+00	5.878354e+00	DRAP1;YWHAE;NCL;CCDC58;RPLP1;NDUFAB1;TMPO
HDSigDB_Mouse_2021	Genes Down-Regulated In Mural Cells Of R6/2 Vs WT PMID32681824	3/118	6.014480e-02	2.743633e-01	0	0	3.478378e+00	9.777723e+00	SPARC;CYTB;RAPGEF5
HDSigDB_Mouse_2021	Genes Up-Regulated In Neuro2a Htt72Q-ni Vs Htt72Q-i PMID28743452	8/561	6.292618e-02	2.863299e-01	0	0	1.952073e+00	5.399031e+00	FAM189B;RRM1;SPARC;ARL6IP1;CCNF;RAPGEF5;MEST;CDC25A
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Expanded CAG Repeats Vs Control ESCs After 4D Of Neuronal Differentiation GSE9760	12/969	6.333264e-02	2.874572e-01	0	0	1.704247e+00	4.702620e+00	CNN2;H19;SPARC;KRT18;ACTC1;AHNAK;ANXA2;EEF1D;KRT8;GRB10;SLC2A3;MYH7
HDSigDB_Mouse_2021	Mouse Cortex Astrocyte Markers PMID19013282	43/4580	6.434825e-02	2.908719e-01	0	0	1.343717e+00	3.686415e+00	TNFAIP8;SPARC;CRABP2;BTF3L4;SLC2A1;SLC41A1;CRIP2;OSGEP;CCND3;PDF;ZNHIT3;MDK;CBS;PRDX1;RPL13;ANO10;MCMBP;TMPO;TLE4;ANXA2;RPS5;WDR18;CCDC58;RPL22;VEGFB;HSPE1;RPL34-PS1;COPZ1;ETV5;DHODH;TRAPPC6A;EEF1D;SLC25A19;RPA3;NDUFS4;NDUFAB1;PMP22;FKBP9;VIM;PFN1;CALM2;DCTPP1;EZH2
HDSigDB_Mouse_2021	Genes Down-Regulated In HDACi-9b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	9/663	6.443127e-02	2.908719e-01	0	0	1.860221e+00	5.101017e+00	RRM1;ARL6IP1;ZNHIT3;RPLP1;SERBP1;PFN1;DCTPP1;CDC25A;ZWINT
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In 10 Mon Mouse Liver PMID26900923	2/55	6.485234e-02	2.908719e-01	0	0	5.013549e+00	1.371528e+01	H19;ACTC1
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Cerebellum Of 8 Wk R6/2 Mice PXD004973	9/664	6.491332e-02	2.908719e-01	0	0	1.857284e+00	5.079119e+00	ACTC1;CSNK2A1;DKC1;EEF1D;CBS;NCL;PRDX1;NEDD4;COX6C
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Retina Of 9 Wk R7E Spinocerebellar Ataxia 7 Mice GSE3634	5/285	6.527584e-02	2.908719e-01	0	0	2.393469e+00	6.532095e+00	TUBB5;RPL22;GRB10;IGF2;SENP3
HDSigDB_Mouse_2021	Genes Down-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 72 H Of Induction PMID28499347	6/375	6.530318e-02	2.908719e-01	0	0	2.184469e+00	5.960792e+00	KRT18;HAND2;KRT8;MEST;ETV5;DLK1
HDSigDB_Mouse_2021	Expression In Retina Of 9 Wk R7E Spinocerebellar Ataxia 7 Mice GSE3634	8/566	6.554510e-02	2.908719e-01	0	0	1.934080e+00	5.270401e+00	TLE4;TUBB5;ARL6IP1;RPL22;GRB10;IGF2;PDIA6;SENP3
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In The Brain Of Mbnl1 KO Myotonic Dystrophy Mice GSE39911	1/9	6.594618e-02	2.908719e-01	0	0	1.653417e+01	4.495502e+01	FLYWCH1
HDSigDB_Mouse_2021	Genes Down-Regulated In Human Blood Methylation Profiling In Fragile X Syndrome GSE41273	1/9	6.594618e-02	2.908719e-01	0	0	1.653417e+01	4.495502e+01	CCDC85B
HDSigDB_Mouse_2021	Neuronal Community 3 Gene Signature PMID26060301	1/9	6.594618e-02	2.908719e-01	0	0	1.653417e+01	4.495502e+01	SPARC
HDSigDB_Mouse_2021	Genes Changed In HDACi 106 Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933	41/4343	6.599303e-02	2.908719e-01	0	0	1.346999e+00	3.661422e+00	COX7B;SPARC;AHNAK;ARL6IP1;DOCK8;RPLP1;CPOX;SLC2A3;CRIP2;ACTB;ZNHIT3;CCDC85B;CBS;G3BP1;ANO10;MCMBP;CNNM3;UBQLN4;EIF5A;RPL41;RRM1;ANXA2;COG4;RPL22;COX6C;PDIA6;ARMC10;DKC1;ABI3;SLC25A19;RPA3;SERBP1;NDUFAB1;PMP22;MAN2B1;FLYWCH1;PPIG;VIM;CALM2;RPS21;EZH2
HDSigDB_Mouse_2021	HDACi-9b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	15/1298	6.601233e-02	2.908719e-01	0	0	1.596041e+00	4.337902e+00	EIF5A;RRM1;ARL6IP1;RPLP1;CDC25A;ZWINT;CNN2;ZNHIT3;SLC25A19;SERBP1;PMP22;ANO10;FLYWCH1;PFN1;DCTPP1
HDSigDB_Mouse_2021	Synaptic Vesicle Fusion And Recycling In Nerve Terminals In HD CHDI118	2/56	6.693094e-02	2.942037e-01	0	0	4.920457e+00	1.330538e+01	CALM2;ACTB
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs ES4CL2 Cell Line GSE22651	37/3863	6.755467e-02	2.961517e-01	0	0	1.359239e+00	3.662901e+00	YWHAE;COX7B;SPARC;BEX1;AHNAK;RPLP1;CRABP1;SLC2A3;CRIP2;WDR89;OSGEP;CNN2;UBB;ZNHIT3;MDK;CBS;G3BP1;KDR;IGF2BP1;RPL13;ANO10;MEST;TMPO;ANXA2;CSNK2A1;KRT8;ZWINT;ETV5;DLK1;RPS26;DRAP1;H19;PMP22;ESAM;RPS20;VIM;RPL29
HDSigDB_Mouse_2021	Genes Down-Regulated In Mouse Microglia During Acute Immune Activation PMID26001565	12/980	6.770115e-02	2.961517e-01	0	0	1.683899e+00	4.534155e+00	SPARC;ARL6IP1;ARMC10;ABI3;DOCK8;TSPAN18;PMP22;MAN2B1;POLR2G;CALM2;OSGEP;ETV5
HDSigDB_Mouse_2021	Down-regulated Genes In Pons Of ATXN3-KI HET Mice GSE117605	16/1414	6.816379e-02	2.971135e-01	0	0	1.564224e+00	4.201258e+00	RPL4;VEGFB;COX6C;WDR89;ACTB;CCND3;FTH1;TSPAN18;NDUFAB1;PMP22;MCMBP;RPS20;CYTB;MEST;DCTPP1;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In Ciliated Ependymal Cells Of R6/2 Vs WT PMID32681824	5/289	6.841320e-02	2.971135e-01	0	0	2.359276e+00	6.328024e+00	FRMD5;SPARC;SLC2A1;CYTB;CALM2
HDSigDB_Mouse_2021	Up-regulated Genes In Cortex Of 10 Mon HD Q140 Mice Vs Q20 GSE78272	5/289	6.841320e-02	2.971135e-01	0	0	2.359276e+00	6.328024e+00	CRABP2;UBB;FLYWCH1;VIM;ZWINT
HDSigDB_Mouse_2021	Expression In Drosophila S2 Line Encoding Toxic Repeat-Containing dsRNA GSE42910	5/290	6.921048e-02	2.998569e-01	0	0	2.350877e+00	6.278260e+00	TUBB5;PDF;SLC2A1;SLC2A3;TRIM67
HDSigDB_Mouse_2021	Genes Down-Regulated In Mural Cells Of HD Patients Vs Control PMID32681824	7/476	6.963145e-02	3.009608e-01	0	0	2.008706e+00	5.352276e+00	EEF1A1;RPS9;RPL41;SPARC;FTH1;RPL29;ACTB
HDSigDB_Mouse_2021	Down-regulated Soluble Proteins In Striatum Of 12 Wk R6/2 Mice PXD004973	5/292	7.082050e-02	3.053713e-01	0	0	2.334256e+00	6.180192e+00	ACTC1;EEF1D;CRABP1;VPS41;ACTB
HDSigDB_Mouse_2021	Striatum Protein Module pM22 (Darkgreen) PMID26900923	2/58	7.115362e-02	3.060789e-01	0	0	4.744247e+00	1.253864e+01	TUBB5;HSPE1
HDSigDB_Mouse_2021	Glutamatergic Neuron Gene Module M10 From Cerebral Cortex PMID18849986	7/480	7.209587e-02	3.087032e-01	0	0	1.991308e+00	5.236660e+00	FAM189B;TUBB5;CCDC85B;SERBP1;FURIN;MIR3064;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In iSPNs Of 6 Mon HdhQ111 Vs HdhQ20 PMID32681824	8/578	7.210460e-02	3.087032e-01	0	0	1.892185e+00	4.975760e+00	EIF5A;COG4;WDR18;CRIP2;FLYWCH1;PFN1;RPL8;UBQLN4
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia Markers In Blood Of Asymptomatic Genetic Carriers GSE30933	5/294	7.245113e-02	3.091581e-01	0	0	2.317865e+00	6.084032e+00	CCDC58;RPLP1;DCTPP1;CDC25A;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In Human Blood GSE1751	18/1650	7.255228e-02	3.091581e-01	0	0	1.510698e+00	3.963237e+00	TLE4;RPL4;ACTR2;COX7B;TNFAIP8;ARL6IP1;CPOX;SLC2A3;PDIA6;EEF1A1;ZNHIT3;SERBP1;VPS41;MCMBP;PPIG;CALM2;RPS21;TMPO
HDSigDB_Mouse_2021	Expression In Yeast Strains With TTC Expanded Tracts Orientation Vs GAA Orientation GSE11425	1/10	7.300145e-02	3.096150e-01	0	0	1.469630e+01	3.846426e+01	DHODH
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Yeast Strains With TTC Expanded Tracts Orientation Vs GAA Orientation GSE11425	1/10	7.300145e-02	3.096150e-01	0	0	1.469630e+01	3.846426e+01	DHODH
HDSigDB_Mouse_2021	Striatum Protein Module pM39 (Orangered4) PMID26900923	2/59	7.329683e-02	3.101415e-01	0	0	4.660779e+00	1.217973e+01	FRMD5;VPS41
HDSigDB_Mouse_2021	Genes Changed In iSPNs Of 6 Mon HdhQ170 Vs HdhQ20 PMID32681824	34/3531	7.447166e-02	3.143780e-01	0	0	1.358840e+00	3.529365e+00	YWHAE;SPARC;SLC2A1;SLC41A1;SLC2A3;CRIP2;RPL8;CNN2;CCDC85B;PRDX1;G3BP1;GRB10;UBQLN4;RRM1;COG4;RPL22;VEGFB;PDIA6;CDC25A;ETV5;EEF1A1;ARMC10;EEF1D;NCL;PMP22;MAN2B1;FLYWCH1;PPIG;VIM;CYTB;PFN1;SNRPA;EZH2;MYH7
HDSigDB_Mouse_2021	Genes Changed In HDACi 4B Treated Vs Untreated Friedreich Ataxia Carrier Blood Cells GSE30933	21/1999	7.509513e-02	3.162704e-01	0	0	1.459481e+00	3.778596e+00	ACTR2;COX7B;SPARC;ARL6IP1;ANXA2;SLC2A3;CRIP2;AIG1;RPL8;PDIA6;DRAP1;CNN2;KRT18;ARMC10;EEF1D;PMP22;RPL13;MAN2B1;FLYWCH1;CALM2;RPS21
HDSigDB_Mouse_2021	Cortex RNA M1 Module (Turquoise) PMID26900923	12/998	7.526922e-02	3.162704e-01	0	0	1.651583e+00	4.272122e+00	TLE4;YWHAE;ACTR2;ARL6IP1;CSNK2A1;DKC1;NCL;SERBP1;NDUFS4;VPS41;AIG1;CALM2
HDSigDB_Mouse_2021	eVLMC Embryonic Vascular And Leptomeningeal Cell Markers PMID30078729	3/130	7.562811e-02	3.170429e-01	0	0	3.147797e+00	8.127384e+00	H19;AHNAK;IGF2BP1
HDSigDB_Mouse_2021	Genes Changed In Aged Vs Young Microglia PMID23954174	7/486	7.588913e-02	3.174024e-01	0	0	1.965756e+00	5.068667e+00	EEF1A1;RPS9;RRM1;CRABP2;TMEM54;KDR;RPS20
HDSigDB_Mouse_2021	Striatum RNA M16 Module (Lightcyan) PMID26900923	5/299	7.661750e-02	3.195565e-01	0	0	2.277863e+00	5.851671e+00	KRT18;ANXA2;TSPAN18;KRT8;VIM
HDSigDB_Mouse_2021	Expression In 12 Wk R6/2 HD Mice (Set1) GSE9803	44/4765	7.675709e-02	3.195565e-01	0	0	1.317700e+00	3.382679e+00	AHNAK;CRABP2;DHX8;BTF3L4;CPOX;SLC41A1;CRIP2;CCDC85B;PRDX1;G3BP1;KDR;GRB10;RPL13;MCMBP;MEST;CNNM3;TMPO;TLE4;RPS9;RRM1;CSNK2A1;CCDC58;RPL22;HSPE1;AIG1;CDC25A;ZWINT;DHODH;EEF1A1;FAM189B;NCL;NEDD4;SERBP1;SPECC1L;NDUFAB1;PMP22;ESAM;RPS20;FKBP9;PPIG;VIM;DCTPP1;EZH2;MYH7
HDSigDB_Mouse_2021	NES-Q13 Vs NLS-Q13 Changed Genes In PC12 Cells GSE26933	5/300	7.746610e-02	3.217686e-01	0	0	2.270026e+00	5.806532e+00	SPARC;TMEM54;CRABP1;KRT8;DLK1
HDSigDB_Mouse_2021	Up-regulated Genes In Pons Of ATXN3-KI HOM Mice GSE117605	4/213	7.816867e-02	3.236777e-01	0	0	2.557042e+00	6.517609e+00	CPOX;FKBP9;ZWINT;ETV5
HDSigDB_Mouse_2021	Down-regulated Genes In Pons Of ATXN3-KI HOM Mice GSE117605	16/1443	7.845815e-02	3.236777e-01	0	0	1.530027e+00	3.894209e+00	RPL4;VEGFB;COX6C;WDR89;ACTB;CCND3;FTH1;TSPAN18;NDUFAB1;PMP22;MCMBP;RPS20;CYTB;MEST;DCTPP1;MYH7
HDSigDB_Mouse_2021	Differentially Expressed Genes In Control iPSCs Vs HD iPSCs GSE93767	37/3912	7.846190e-02	3.236777e-01	0	0	1.337947e+00	3.405265e+00	AHNAK;CRABP2;CRIP2;RPL8;OSGEP;CNN2;CCND3;PDF;UBB;MDK;CBS;G3BP1;GRB10;RPL13;MCMBP;MEST;TMPO;EIF5A;ANXA2;CSNK2A1;VEGFB;AIG1;CDC25A;DLK1;RPS26;FRMD5;TRAPPC6A;MYL7;ACTC1;TMEM54;NEDD4;VPS41;FLYWCH1;VIM;RPL29;RPS21;EZH2
HDSigDB_Mouse_2021	Mouse Brain Stem Motor Neuron Markers PMID19013282	14/1223	7.886176e-02	3.245878e-01	0	0	1.575531e+00	4.001943e+00	ANXA2;WDR18;RPL22;BTF3L4;CRIP2;ZWINT;FAM189B;EEF1D;SLC25A19;TSPAN18;NDUFS4;PMP22;CALM2;MEST
HDSigDB_Mouse_2021	Down-regulated Genes In The Liver Of 6 Mon HD Q140 Mice Vs Q20 GSE78273	2/62	7.984870e-02	3.263217e-01	0	0	4.427069e+00	1.118996e+01	FKBP9;UBQLN4
HDSigDB_Mouse_2021	PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 36 H Of Induction PMID28499347	2/62	7.984870e-02	3.263217e-01	0	0	4.427069e+00	1.118996e+01	SPARC;KRT18
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of Dox Treated FRDAkd Vs WT Mice At 3 Wk GSE98790	1/11	8.000377e-02	3.263217e-01	0	0	1.322600e+01	3.340466e+01	PDIA6
HDSigDB_Mouse_2021	Interstrand Crosslinking Step 2: Fanconi Anemia Signalling Of Crosslink Damage (FA Auxiliary Proteins) CHDI110	1/11	8.000377e-02	3.263217e-01	0	0	1.322600e+01	3.340466e+01	UBB
