,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
279,HDSigDB_Mouse_2021,Influence Of Hdac4 Reduction On Expression In 15 Wk WT Mice GSE38219,34/3198,0.0219252078917814,0.1418091124714861,0,0,1.5324375722605812,5.854092750290735,RPL4;DHX8;BTF3L4;CCNF;SLC2A1;CPOX;SLC2A3;CNN2;ZNHIT3;FTH1;PRDX1;RPL13;MCMBP;CNNM3;UBQLN4;TLE4;ACTR2;RPS9;RPL41;PEG3;ZWINT;ETV5;DHODH;EEF1D;NCL;NEDD4;VPS41;NDUFAB1;TSR1;FLYWCH1;PPIG;RPL29;CALM2;MYH7
280,HDSigDB_Mouse_2021,Up-regulated Genes In The Heart Of Dox Treated FRDAkd Vs WT Mice At 20 Wk GSE98790,6/290,0.0229686943074081,0.1476113498232071,0,0,2.85065565808645,10.757300062263331,SPARC;ARL6IP1;PMP22;MAN2B1;VIM;ACTB
281,HDSigDB_Mouse_2021,Expression In 13 Wk TIF-IA KO HD Mice GSE29647,47/4751,0.0229853123413276,0.1476113498232071,0,0,1.4550116921768708,5.489613411016475,TNFAIP8;SPARC;AHNAK;CRABP2;DOCK8;CRABP1;SLC2A1;SLC2A3;CRIP2;CNN2;CCND3;TUBB5;PDF;CBS;PRDX1;RPL13;ANO10;MEST;UBQLN4;TMPO;TLE4;RRM1;ANXA2;PEG3;COG4;CCDC58;VEGFB;CDC25A;ZWINT;DHODH;H19;FAM189B;EEF1D;SLC25A19;NCL;SERBP1;NDUFS4;VPS41;NDUFAB1;PMP22;ESAM;MAN2B1;FLYWCH1;PPIG;VIM;CALM2;MYH7
282,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Huez2.3 Line NSCs Vs ESCs GSE34201,42/4153,0.0232459352932963,0.1484632325508486,0,0,1.475111526693878,5.548816379381495,COX7B;TNFAIP8;BEX1;CRABP2;DHX8;RPLP1;RPL8;RASIP1;OSGEP;PDF;UBB;ZNHIT3;CBS;PRDX1;G3BP1;RPL13;MEST;EIF5A;ANXA2;CCDC58;KRT8;HSPE1;AIG1;RPS26;H19;FRMD5;TRAPPC6A;MYL7;KRT18;ACTC1;ARMC10;TMEM54;DKC1;ABI3;SLC25A19;NCL;SERBP1;NDUFAB1;TSR1;PPIG;RPL29;RPS21
283,HDSigDB_Mouse_2021,Differentially Expressed Soluble Proteins In Cerebral Cortex Of 12 Wk R6/2 Mice PXD004973,13/926,0.0232819205104588,0.1484632325508486,0,0,1.9538073241582932,7.346468254995648,TNFAIP8;SPARC;HSPE1;AIG1;PDIA6;ACTB;ZWINT;ACTC1;EEF1D;TSR1;DCTPP1;CNNM3;UBQLN4
284,HDSigDB_Mouse_2021,Differentially Expressed Proteins In Cerebrospinal Fluid Of 8 Wk R6/2 Mice PXD004973,12/829,0.0234013958058408,0.1487015010679924,0,0,2.0110775516673565,7.55151497622323,DRAP1;YWHAE;SPARC;NCL;FTH1;CCDC58;RPLP1;NDUFAB1;MAN2B1;CRIP2;TMPO;MYH7
285,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In 10 Wk Frataxin KO Friedreich Ataxia Mice GSE31208,24/2083,0.0235182816210066,0.1489217063484021,0,0,1.632777932870096,6.122880051870557,TLE4;YWHAE;TNFAIP8;WDR18;CRIP2;HSPE1;AIG1;COX6C;OSGEP;FRMD5;MYL7;PDF;ZNHIT3;EEF1D;SLC25A19;PRDX1;RPA3;SERBP1;NDUFS4;NDUFAB1;ANO10;ESAM;RPS21;DCTPP1
286,HDSigDB_Mouse_2021,HD Changed Genes In Human Prefrontal Cortex PMID29375298,26/2306,0.0236867916345022,0.1490905088774617,0,0,1.6027859649122806,5.998967736425796,RPL4;AHNAK;CRABP2;RPLP1;CRABP1;SLC2A1;CNN2;CCND3;PDF;PRDX1;G3BP1;TRIM67;ANXA2;PEG3;RPL22;HSPE1;ETV5;EEF1A1;H19;HAND2;NEDD4;VPS41;TSR1;ESAM;CALM2;MYH7
287,HDSigDB_Mouse_2021,Genes Up-Regulated In Chat-expressing Interneurons Of R6/2 Vs WT PMID32681824,9/549,0.0237099064138739,0.1490905088774617,0,0,2.26631455399061,8.480237048508352,TLE4;YWHAE;FRMD5;COX7B;CSNK2A1;COG4;GRB10;WDR89;ZWINT
288,HDSigDB_Mouse_2021,Down-regulated Genes In mutHtt Expressing HEK293 Cells GSE78928,4/144,0.0237919144481427,0.1490905088774617,0,0,3.830709426627794,14.32076045514946,SPARC;AHNAK;KRT8;SLC2A3
289,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In 12 Wk R6/2 HD Mice (Set1) GSE9803,31/2876,0.0242156592922252,0.1512226171662755,0,0,1.5440070298769772,5.744873075978466,DHX8;BTF3L4;CPOX;PRDX1;G3BP1;GRB10;RPL13;MCMBP;MEST;CNNM3;TMPO;TLE4;RPS9;RRM1;CCDC58;RPL22;HSPE1;AIG1;CDC25A;ZWINT;DHODH;EEF1A1;NCL;NEDD4;SERBP1;SPECC1L;NDUFAB1;RPS20;FKBP9;PPIG;VIM
290,HDSigDB_Mouse_2021,Genes Changed In Pons Of ATXN3-KI HOM Mice GSE117605,20/1656,0.02448750674025,0.1523947584419001,0,0,1.699639784243827,6.304970521213228,RPL4;VEGFB;CPOX;COX6C;WDR89;ACTB;ZWINT;ETV5;CCND3;FTH1;TSPAN18;NDUFAB1;PMP22;MCMBP;RPS20;FKBP9;CYTB;MEST;DCTPP1;MYH7
291,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE38962,9/553,0.0246971099284963,0.153172829042832,0,0,2.2491844449047225,8.324386934838417,EIF5A;FAM189B;ACTC1;SERBP1;PMP22;VIM;PFN1;CALM2;TMPO
292,HDSigDB_Mouse_2021,Expression In SA01 Vs VUB03 hESCs GSE7179,10/646,0.0249238773169198,0.1540516785697677,0,0,2.142490744457826,7.909923725834231,EIF5A;BEX1;DKC1;CCDC85B;FTH1;CCDC58;GRB10;SLC2A1;MCMBP;AIG1
293,HDSigDB_Mouse_2021,Genes Changed In R6/2 Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856,6/297,0.0254387768078323,0.1566994040781783,0,0,2.781087806612158,10.21070999316988,TLE4;ARL6IP1;FTH1;CYTB;CALM2;ACTB
294,HDSigDB_Mouse_2021,Genes Up-Regulated In Striatal Cholinergic Interneurons Of zQ175DN Vs HdhQ20 PMID32681824,5/220,0.0258993045795836,0.1589953918427998,0,0,3.127429117553361,11.426184753752018,EIF5A;YWHAE;ACTR2;NEDD4;ZWINT
295,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs hFib2-Ips5 Cell Line GSE22651,27/2438,0.0260416963627425,0.1593294328139419,0,0,1.574858511392676,5.745172544434348,SPARC;CRIP2;ACTB;CNN2;TUBB5;UBB;G3BP1;RPL13;MEST;UBQLN4;ANXA2;CSNK2A1;COG4;KRT8;VEGFB;PDIA6;CDC25A;COPZ1;ZWINT;ETV5;DLK1;FRMD5;KRT18;NEDD4;VPS41;VIM;CALM2
296,HDSigDB_Mouse_2021,Genes Changed In Endothelial Cells Of HD Patients Vs Control PMID32681824,27/2441,0.026406396672868,0.1610167824059395,0,0,1.5726307560734425,5.715174489497935,AHNAK;RPLP1;SLC2A1;SLC2A3;FURIN;CRIP2;RPL8;ACTB;CCND3;UBB;FTH1;PRDX1;G3BP1;GRB10;RPL13;TLE4;RPS9;RPL41;CSNK2A1;RPS5;COX6C;EEF1A1;RPS26;NEDD4;VIM;RPL29;RAPGEF5
297,HDSigDB_Mouse_2021,"Cingulate (Pvalb+) Interneurons, Cingulate (Layer 5) And Somatosensory (Layer 5) Pyramidal Neuron Gene Module PMID19638972",6/300,0.0265496474226079,0.1613470183971243,0,0,2.75228712174525,9.98733109805984,DRAP1;BEX1;ARL6IP1;BTF3L4;NDUFAB1;AIG1
298,HDSigDB_Mouse_2021,Genes Up-Regulated In Neuro2a Htt72Q (72Q-ni+72Q-i) Vs Htt25Q (25Q-ni) PMID28743452,14/1045,0.0268437980834844,0.1625890245123419,0,0,1.865186517235764,6.74772344109244,RPS9;RPL41;ANXA2;RPS5;RPLP1;SLC2A1;SLC2A3;AIG1;RPL8;CNN2;TRAPPC6A;UBB;FTH1;RPS21
299,HDSigDB_Mouse_2021,Differentially Expressed Genes In Cortex Of 6 Mon HD Q175 Mice Vs Q20 PMID26900923,21/1782,0.0270725708766187,0.1634280861918554,0,0,1.6592320796750095,5.98855718169597,RPS9;BEX1;CRABP2;RPS5;RPLP1;CPOX;CRIP2;RPL8;OSGEP;EEF1A1;RPS26;TUBB5;EEF1D;PMP22;RPS20;PPIG;VIM;RPS21;CNNM3;SNRPA;MYH7
300,HDSigDB_Mouse_2021,Differentially Expressed Soluble Proteins In Cerebellum Of 12 Wk R6/2 Mice PXD004973,11/751,0.0272842588231231,0.1636671186336261,0,0,2.028947876447877,7.3071448807711326,YWHAE;ACTC1;DKC1;EEF1D;NCL;PRDX1;SERBP1;ESAM;CALM2;ACTB;MYH7
301,HDSigDB_Mouse_2021,Striatum Protein Module pM26 (Darkorange) PMID26900923,3/86,0.0273832893130804,0.1636671186336261,0,0,4.827254965809183,17.367605712089812,SLC2A1;RPL13;DHODH
302,HDSigDB_Mouse_2021,Synaptic Vesicle Protein Composition PMID16269012,3/86,0.0273832893130804,0.1636671186336261,0,0,4.827254965809183,17.367605712089812,YWHAE;TUBB5;ACTB
303,HDSigDB_Mouse_2021,Genes Up-Regulated In Motor Vs Somato-Sensory Neurons PMID17005859,3/87,0.028208465593998,0.1680445104958239,0,0,4.769546332046332,17.018376366960183,RPL22;RPL13;RPL29
304,HDSigDB_Mouse_2021,Genes Up-Regulated In hESCs After ATF7IP Knock Down GSE118088,12/853,0.0283539396169099,0.1683573267089307,0,0,1.9512228504948717,6.952186128284288,TLE4;ACTC1;DOCK8;TSPAN18;PMP22;KDR;IGF2;SLC2A1;SLC2A3;FKBP9;ETV5;DLK1
305,HDSigDB_Mouse_2021,Neuro2a Htt72Q-ni Vs Htt72Q-i PMID28743452,12/854,0.0285756710784826,0.1690711955271671,0,0,1.9488029528870965,6.928383448894444,CNN2;FAM189B;RPL41;RRM1;SPARC;ARL6IP1;UBB;CCNF;RAPGEF5;MEST;CDC25A;ZWINT
306,HDSigDB_Mouse_2021,Genes Down-Regulated In Trichostatin A Treated STHdhQ111 Vs Control GSE129143,9/568,0.028660881848062,0.1690711955271671,0,0,2.1871299352465416,7.769171264779768,PDF;AHNAK;ANXA2;COG4;SPECC1L;GRB10;IGF2BP1;VIM;TMPO
307,HDSigDB_Mouse_2021,Genes Down-Regulated In Non-Induced PC12 Cells Vs Induced Q74 PC12 Cells Both Treated With Vehicle GSE119557,17/1365,0.0287575382213847,0.169090589996519,0,0,1.7412031090836615,6.1792779640626,SPARC;PEG3;CPOX;HSPE1;AIG1;RPL8;COPZ1;OSGEP;ZWINT;DHODH;PDF;UBB;TMEM54;FTH1;NDUFS4;FLYWCH1;FKBP9
308,HDSigDB_Mouse_2021,Genes Changed In Fragile X Syndrome iPSCs Vs Fibroblasts GSE21348,31/2918,0.0289742952263127,0.1698137496920791,0,0,1.517786629719432,5.375007934151369,BEX1;AHNAK;CRABP2;ARL6IP1;CRABP1;CCNF;SLC2A1;SLC2A3;WDR89;MDK;CBS;FTH1;KDR;IGF2BP1;MEST;TMPO;CSNK2A1;KRT8;IGF2;DLK1;H19;KRT18;RPA3;TSPAN18;NEDD4;FKBP9;VIM;RAPGEF5;DCTPP1;SNRPA;EZH2
309,HDSigDB_Mouse_2021,Genes Down-Regulated In Microglia Of AD Model Mice PMID26001565,11/760,0.0294074002614454,0.1717961350757346,0,0,2.0036238794583254,7.065797496735339,SPARC;UBB;CSNK2A1;ABI3;TSPAN18;RPLP1;CRIP2;RAPGEF5;CALM2;ACTB;ETV5
310,HDSigDB_Mouse_2021,Liver RNA M15 Module (Midnightblue) PMID26900923,5/228,0.02958672914005,0.1722879950888446,0,0,3.014005774310461,10.610594413213752,YWHAE;ACTR2;UBB;CCDC58;NDUFAB1
311,HDSigDB_Mouse_2021,HttQ74 Changed Genes Before Transgene Induction In PC12 Cells GSE10581,3/89,0.0298982154288771,0.1735438081464633,0,0,4.658155248271528,16.34992222189889,UBB;SPECC1L;FLYWCH1
312,HDSigDB_Mouse_2021,Friedreich Ataxia iPSCs Expression Vs MR90C2P27 Cell Line GSE22651,40/3986,0.0302676402828476,0.1751268260454861,0,0,1.452308872481199,5.07970605433528,SPARC;RPLP1;CRABP1;CRIP2;WDR89;ACTB;OSGEP;CCND3;TUBB5;PDF;ZNHIT3;MDK;FTH1;PRDX1;G3BP1;IGF2BP1;RPL13;ANO10;MCMBP;MEST;UBQLN4;ANXA2;RPL22;KRT8;HSPE1;COPZ1;ZWINT;ETV5;DLK1;RPS26;DRAP1;H19;FRMD5;KRT18;SLC25A19;VPS41;PMP22;ESAM;VIM;EZH2
313,HDSigDB_Mouse_2021,Mouse Cortex Mature Oligodendrocyte And Progenitor Cell Markers PMID19013282,45/4590,0.0305210271914818,0.1751268579316943,0,0,1.4294787969362974,4.987936711619275,TNFAIP8;SPARC;DHX8;BTF3L4;CPOX;WDR89;OSGEP;CNN2;CCND3;PDF;MDK;PRDX1;RPL13;ANO10;MCMBP;TMPO;TRIM67;RPS9;RRM1;RPS5;COG4;CCDC58;RPL22;HSPE1;RPL34-PS1;PDIA6;CDC25A;COPZ1;ETV5;DHODH;RPS26;FRMD5;TRAPPC6A;EEF1D;SLC25A19;RPA3;NDUFS4;PMP22;FKBP9;VIM;PFN1;CALM2;RPS21;DCTPP1;EZH2
314,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In SIVF018 Line NSCs Vs ESCs GSE34201,44/4469,0.0305273043828691,0.1751268579316943,0,0,1.4333512857067428,5.001154375485208,TNFAIP8;BEX1;RPLP1;SLC41A1;SLC2A3;RPL8;RASIP1;OSGEP;PDF;UBB;CBS;PRDX1;G3BP1;RPL13;MCMBP;MEST;TMPO;EIF5A;ANXA2;CSNK2A1;WDR18;CCDC58;KRT8;AIG1;CDC25A;ZWINT;DHODH;RPS26;H19;FRMD5;MYL7;KRT18;ACTC1;TMEM54;DKC1;SLC25A19;NCL;RPA3;SERBP1;TSR1;RPL29;PFN1;RPS21;DCTPP1
315,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia Markers In Blood Of Asymptomatic Genetic Carriers GSE30933,5/230,0.0305577510250775,0.1751268579316943,0,0,2.986910197869102,10.418751706558682,CNN2;ANXA2;SLC25A19;PMP22;ACTB
316,HDSigDB_Mouse_2021,Differentially Expressed Genes In Cerebellum Of 6 Mon HD Q175 Mice Vs Q20 GSE73468,31/2933,0.0308411275531576,0.1761933186081027,0,0,1.508606133700896,5.248299185981567,SPARC;BEX1;AHNAK;RPLP1;SLC41A1;SLC2A3;CRIP2;RPL8;UBB;CCDC85B;FTH1;RPL13;MEST;TMPO;RPS9;RPL41;RPS5;COX6C;CDC25A;DRAP1;H19;FRMD5;TSPAN18;NDUFAB1;PMP22;RPS20;PPIG;CYTB;RPL29;RAPGEF5;RPS21
317,HDSigDB_Mouse_2021,Vehicle Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933,14/1067,0.0312671224258657,0.1780652789724621,0,0,1.824082738924588,6.320789864588519,EIF5A;RRM1;ARL6IP1;COG4;RPLP1;VEGFB;CDC25A;ZWINT;DKC1;ZNHIT3;SLC25A19;SERBP1;ANO10;DCTPP1
318,HDSigDB_Mouse_2021,PD Up-Regulated Genes In Human Prefrontal Cortex PMID29375298,12/867,0.0315743982797117,0.1792515212682069,0,0,1.917859396693172,6.626987982926626,H19;CCND3;TMEM54;RPLP1;SPECC1L;VEGFB;SLC41A1;ESAM;FURIN;RPS21;SNRPA;RASIP1
319,HDSigDB_Mouse_2021,Genes Changed In Mural Cells Of HD Patients Vs Control PMID32681824,13/969,0.0320354180387596,0.1813004439631052,0,0,1.861689709538536,6.405912648452748,RPS9;RPL41;SPARC;AHNAK;AIG1;ACTB;EEF1A1;CCND3;FRMD5;FTH1;TSPAN18;CYTB;RPL29
320,HDSigDB_Mouse_2021,Activity-dependent Synaptic AMPA Receptor Removal CHDI115,3/92,0.0325310201313106,0.1827133229352116,0,0,4.500455511691467,15.41658568992832,ACTR2;CALM2;ACTB
321,HDSigDB_Mouse_2021,Genes Down-Regulated In Influence Of Spt4 Deletion On Expression In Yeasts (Biological Repeat 1) GSE33497,5/234,0.0325595241592067,0.1827133229352116,0,0,2.9341389005204284,10.048502514019264,YWHAE;RPLP1;RPL29;RPS21;COPZ1
322,HDSigDB_Mouse_2021,Genes Up-Regulated In dSPNs Of R6/2 Vs WT PMID32681824,6/315,0.0325877434058936,0.1827133229352116,0,0,2.616672246401071,8.959012233673004,YWHAE;FRMD5;UBB;CCDC58;AIG1;ZWINT
323,HDSigDB_Mouse_2021,Vehicle Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933,26/2377,0.0330036898797973,0.1844743283096078,0,0,1.548100382815823,5.280780806911311,AHNAK;ARL6IP1;DOCK8;RPLP1;CPOX;ZNHIT3;G3BP1;ANO10;MCMBP;EIF5A;RRM1;CSNK2A1;COG4;RPL22;COX6C;CDC25A;ZWINT;DKC1;EEF1D;SLC25A19;RPA3;SERBP1;NDUFAB1;PMP22;MAN2B1;PPIG
324,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice (MOE430A Array) GSE14691,10/678,0.0331570007077943,0.1847610100978938,0,0,2.0364589968998175,6.937200427865978,CDH5;SPARC;ACTC1;SERBP1;G3BP1;GRB10;SLC2A3;FLYWCH1;ZWINT;TMPO
325,HDSigDB_Mouse_2021,HDACi-106 Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933,11/776,0.033471777722248,0.1859429124386233,0,0,1.9600746965452849,6.658476944584335,TLE4;CNN2;ABI3;EEF1D;CBS;RPLP1;CCNF;MAN2B1;HSPE1;RPS21;DCTPP1
326,HDSigDB_Mouse_2021,Oligodendrocyte Gene Module From Cerebral Cortex PMID18849986,13/976,0.0336605430388059,0.1864197047195032,0,0,1.8474724216292684,6.26557146850712,TLE4;SPARC;BEX1;CPOX;CRIP2;SENP3;TRAPPC6A;PMP22;RPL13;POLR2G;RAPGEF5;CALM2;MEST
327,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Friedreich Ataxia And Normal iPSCs-derived Neurons Vs Fetal Human Tissues GSE65399,25/2270,0.033892240361048,0.1871306319934694,0,0,1.5558383709831372,5.265842613028351,BEX1;CRABP2;CRABP1;BTF3L4;RPL8;ACTB;CNN2;TUBB5;ZNHIT3;MDK;CBS;G3BP1;GRB10;RPL13;MEST;UBQLN4;TLE4;CSNK2A1;CDC25A;FAM189B;VPS41;FLYWCH1;VIM;CALM2;EZH2
328,HDSigDB_Mouse_2021,Genes Down-Regulated In iSPNs Of zQ175DN Vs HdhQ20 PMID32681824,20/1720,0.0346875074824994,0.1909394408839105,0,0,1.6299057027391108,5.478725376456344,EIF5A;RPS9;RPL41;RPS5;COG4;WDR18;SLC41A1;CRIP2;RPL8;COPZ1;PDF;CCDC85B;SLC25A19;POLR2G;FLYWCH1;PFN1;DCTPP1;UBQLN4;SNRPA;MYH7
329,HDSigDB_Mouse_2021,Genes Down-Regulated In R6/1 Mice Treated With AAV2/1-Elk-1 Vs AAV2/1-control GSE139847,2/39,0.034969428132088,0.1919079828703376,0,0,7.187375294757845,24.1012895989696,PEG3;DLK1
330,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In SA01 Vs VUB03 hESCs GSE7179,4/163,0.0352284722313584,0.1923556115610437,0,0,3.369700081290378,11.27468170283578,EIF5A;FTH1;CCDC58;SLC2A1
331,HDSigDB_Mouse_2021,Genes Down-Regulated In Neuro2a Htt72Q-i Vs Htt25Q-ni PMID28743452,31/2966,0.0352777577940087,0.1923556115610437,0,0,1.4887393526405452,4.97909264226068,AHNAK;ARL6IP1;BTF3L4;CCNF;CRIP2;PDF;MDK;G3BP1;MCMBP;MEST;UBQLN4;TMPO;TRIM67;RRM1;CDC25A;DHODH;FAM189B;FRMD5;TMEM54;DKC1;EEF1D;NCL;RPA3;HAND2;NEDD4;TSR1;PPIG;RAPGEF5;CALM2;DCTPP1;EZH2
332,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In VUB01 Line NSCs Vs ESCs GSE34201,39/3911,0.0355097680082585,0.1923556115610437,0,0,1.4368335854486425,4.796075024443547,TNFAIP8;BEX1;CRABP2;RPLP1;SLC41A1;SLC2A3;RPL8;RASIP1;PDF;UBB;ZNHIT3;CBS;PRDX1;RPL13;ANO10;MEST;EIF5A;RPL41;ANXA2;CCDC58;KRT8;HSPE1;AIG1;CDC25A;DLK1;RPS26;FRMD5;MYL7;KRT18;ACTC1;ARMC10;TMEM54;DKC1;SLC25A19;NCL;NDUFAB1;TSR1;RPL29;RPS21
333,HDSigDB_Mouse_2021,Liver RNA M2 Module (Blue) PMID26900923,9/591,0.0355783039058468,0.1923556115610437,0,0,2.0981922462610716,6.99960976098257,CDH5;TSPAN18;PMP22;KDR;GRB10;ESAM;MAN2B1;RAPGEF5;RASIP1
334,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Friedreich Ataxia And Normal iPSCs-derived Neurons Vs Fetal Human Tissues GSE65399,28/2622,0.0355884057994075,0.1923556115610437,0,0,1.514251148679567,5.051141121711895,TNFAIP8;SPARC;AHNAK;DOCK8;RPLP1;HBA-X;CPOX;FURIN;RASIP1;CDH5;CCND3;KDR;MEST;ANXA2;PEG3;ARG1;KRT8;IGF2;VEGFB;AIG1;ETV5;DLK1;H19;ABI3;HAND2;NEDD4;ESAM;RAPGEF5
335,HDSigDB_Mouse_2021,Down-regulated Soluble Proteins In Hippocampus Of 8 Wk R6/2 Mice PXD004973,6/322,0.0356882857451743,0.1923556115610437,0,0,2.557791357485814,8.524946645519224,ACTC1;CSNK2A1;RPS5;RPL13;RPL8;OSGEP
336,HDSigDB_Mouse_2021,"PMID:20976225, PMID:19228925] CD4-specific Genes PMID15789058,",2/40,0.0366311439147678,0.1962692355906641,0,0,6.997880607559166,23.140986789809013,TSPAN18;CRIP2
337,HDSigDB_Mouse_2021,Pericyte-enriched Genes In Mouse Cortex PMID25186741,2/40,0.0366311439147678,0.1962692355906641,0,0,6.997880607559166,23.140986789809013,AHNAK;IGF2
338,HDSigDB_Mouse_2021,Cas9 Binding Sites Enriched In Untreated Vs dCas9-Tet1/sgRNA Infected iPSCs GSE102655,1/5,0.0371877191337034,0.1986635969060085,0,0,33.075,108.87551445247362,UBB
339,HDSigDB_Mouse_2021,Genes Changed Upon ZFP mHtt Repressor Treatment In R6/2 Astrocytes PMID31619545,6/326,0.0375426348045634,0.1999697400913657,0,0,2.525301724137931,8.288742453355177,ARL6IP1;CSNK2A1;FTH1;PMP22;SLC41A1;ZWINT
340,HDSigDB_Mouse_2021,Genes Down-Regulated In Microglia Vs Monocytes PMID28671693,10/695,0.0382346945070987,0.2030587441418059,0,0,1.98415903090542,6.476318772483539,CNN2;EIF5A;SPARC;AHNAK;ANXA2;PMP22;GRB10;SLC2A3;FURIN;VIM
341,HDSigDB_Mouse_2021,Mouse Spinal Cord Motor Neuron Markers PMID19013282,9/600,0.0385744629804103,0.2042641884722899,0,0,2.0652748981196827,6.722810155372803,FAM189B;ANXA2;TSPAN18;NDUFS4;NDUFAB1;CRIP2;HSPE1;MEST;ZWINT
342,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HMSC-bm Cell Line GSE22651,35/3461,0.0389789364307723,0.2055314980273976,0,0,1.4463559594983595,4.693040170255688,BEX1;CRABP2;RPLP1;CRABP1;BTF3L4;SLC2A3;OSGEP;ZNHIT3;CBS;PRDX1;G3BP1;KDR;IGF2BP1;MCMBP;MEST;CNNM3;CSNK2A1;CCDC58;KRT8;HSPE1;CDC25A;ZWINT;DLK1;RPS26;TRAPPC6A;MYL7;KRT18;ACTC1;DKC1;SLC25A19;NCL;SERBP1;RPS20;PPIG;RPL29
343,HDSigDB_Mouse_2021,Genes Down-Regulated In Genes Changed In HDACi 106 Treated Vs Untreated Healthy Donor Blood Cells GSE30933,20/1743,0.0390407704701406,0.2055314980273976,0,0,1.6061104145529943,5.208855035082523,COX7B;ANXA2;CSNK2A1;CCDC58;RPLP1;CCNF;HSPE1;PDIA6;CDC25A;ZWINT;DRAP1;ABI3;CBS;NDUFS4;NDUFAB1;PMP22;MAN2B1;POLR2G;RPS21;DCTPP1
344,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HUVEC-BF5 Cell Line GSE22651,38/3824,0.0398387325954224,0.2082001748950042,0,0,1.426760912350579,4.598330086257358,COX7B;BEX1;CRABP2;RPLP1;CRABP1;BTF3L4;SLC2A1;SLC2A3;RPL8;CNN2;ZNHIT3;MDK;CBS;IGF2BP1;MEST;CNNM3;TMPO;RPL41;CSNK2A1;CCDC58;KRT8;HSPE1;AIG1;CDC25A;ETV5;DLK1;RPS26;TRAPPC6A;MYL7;KRT18;ACTC1;ARMC10;RPA3;SERBP1;RPS20;RPS21;SNRPA;EZH2
345,HDSigDB_Mouse_2021,Genes Changed In R6/1 Mice Treated With AAV2/1-Elk-1 Vs AAV2/1-control GSE139847,2/42,0.0400436928300115,0.2082001748950042,0,0,6.647315436241611,21.389625920191936,PEG3;DLK1
346,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In PC12 Cells With AR10Q Upon Ligand Stimulation GSE50383,2/42,0.0400436928300115,0.2082001748950042,0,0,6.647315436241611,21.389625920191936,HAND2;MEST
347,HDSigDB_Mouse_2021,Nucleotide Excision Repair Step 1B: Transcription Coupled NER Recognition CHDI110,2/42,0.0400436928300115,0.2082001748950042,0,0,6.647315436241611,21.389625920191936,NEDD4;POLR2G
348,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Markers In iPSCs GSE74201,3/100,0.0401225074756247,0.2082001748950042,0,0,4.127612148230705,13.273648693926717,CDH5;IGF2;ESAM
349,HDSigDB_Mouse_2021,Aged Microglia-Enriched Genes In Mouse Cortex PMID23954174,6/333,0.0409342158876961,0.2112018945088825,0,0,2.470357481809554,7.894741245177984,EEF1A1;RRM1;CRABP2;TMEM54;KDR;RPS20
350,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Quadriceps Muscle Of Clcn1 Null Myotonic Dystrophy Mice (MOE430A Array) GSE14691,6/333,0.0409342158876961,0.2112018945088825,0,0,2.470357481809554,7.894741245177984,NEDD4;PMP22;IGF2;SLC2A1;SLC41A1;VIM
351,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Neurons Treated With ZFP-A Vs Control GSE127821,4/172,0.04158515621896,0.2139509031606155,0,0,3.187722708130871,10.136996455126576,FRMD5;FTH1;RPLP1;ETV5
352,HDSigDB_Mouse_2021,Genes Down-Regulated In Vehicle Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933,9/609,0.041739029764082,0.2141342291862678,0,0,2.033345070422535,6.458551812855851,RRM1;ARL6IP1;DKC1;ZNHIT3;RPLP1;SERBP1;DCTPP1;CDC25A;ZWINT
