Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs SC30 Cell Line GSE22651	8.916687e-04	1.020585e-02	0	0	1.595678e+00	1.120551e+01	COX7B;IFITM1;HSP90AB1;RPLP1;HNRNPU;HBA-A2;NRARP;DBI;ECSIT;RPS15;GJA1;SALL1;UPK1A;SNRPD2;MDK;SNRNP70;MAGOH;LBR;NINL;CCT3;TEAD4;EGFL7;PRMT7;RFC4;PARP1;RPL23;TMOD3;PUS1;SOX11;MIF;WBP11;TMEM33;COL4A1;NCL;TNNT2;SRSF2;TIMELESS;NHP2;BLVRB;RPL29;CRABP1;CTR9;PDXP;CRMP1;MTIF2;UQCRH;UNG;PRDX2;GGA1;HSPH1;PLCG2;SERF1;MEST;POLR2J;CCT5;CAR2;RARRES2;DHCR24;1110004F10RIK;SLC16A10;RPS26;HNRNPL;PSMC5;SBK1;LSM6;NASP;CYP2S1;HNRNPA2B1;CTNNB1;OCIAD2;INTS9;CNIH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs BG03 Cell Line GSE22651	9.004859e-04	1.024505e-02	0	0	1.758214e+00	1.232961e+01	SF3B2;SPARC;RPL32;CRABP1;ATP5K;CRMP1;DBI;CRIP2;RFNG;LDHA;HECTD1;SAMM50;TRIM28;MDK;SERF1;SFN;CPNE3;LBR;POLR2J;SNX6;CCT3;TEAD4;CCT2;XBP1;PRMT7;ANXA2;PCOLCE;SOX11;TFIP11;DHCR24;WBP11;RPS26;COL1A1;TOX2;DAD1;CYP2S1;SFXN1;ACO1;RPL26;VIM;OCIAD2;RPL29;ALDOA;CNIH2;RPS21
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs ES4CL2 Cell Line GSE22651	9.214924e-04	1.042164e-02	0	0	1.635694e+00	1.143271e+01	DOCK6;YWHAE;COX7B;SPARC;RPLP1;DBI;RPS15;UPK1A;SNRPD2;MDK;TMEM88;SLC39A6;LBR;CCT3;ANXA2;RPL23;SOX11;TFIP11;WBP11;TOX2;DAD1;TNNT2;BLVRB;RPL26;RPL29;ALDOA;RNASEK;LUZP1;CRABP1;CTR9;PDXP;CRMP1;CRIP2;RFNG;CRIP1;UNG;LDHA;SAMM50;PLCG2;SERF1;SNORD34;SFN;MEST;POLR2J;CAR2;ANKRD27;MDH1;DHCR24;1110004F10RIK;APLN;RPS26;SMU1;H19;PSMC5;LSM6;NASP;GOLGB1;CYP2S1;CTNNB1;ESAM;VIM;OCIAD2
HDSigDB_Mouse_2021	Differentially Expressed Genes In Cortex Of 6 Mon HD Q175 Mice Vs Q20 PMID26900923	1.044987e-03	1.174837e-02	0	0	1.868932e+00	1.282788e+01	DOCK6;RPLP1;RPLP0;CRIP2;AUP1;PTN;RPL8;1110065P20RIK;RPS15;GGA1;GJA1;SAMM50;SNRNP70;UBN2;1700037C18RIK;RNPEP;RPLP2;RPS2;RPL18;CAR2;GPX1;ANKRD27;RPS5;DHCR24;MIF;RPS26;EEF1A1;NAGK;GSTA4;PLSCR3;SRSF2;SRSF4;BIRC6;VIM;RPS21
HDSigDB_Mouse_2021	Influence Of Hsp90 Inhibitor On Expression In WT Mice GSE29681	1.075120e-03	1.201605e-02	0	0	1.669077e+00	1.140868e+01	DOCK6;HSP90AB1;HNRNPU;MRPL33;SALL1;TMEM88;MAGOH;LBR;CCT3;CCT2;1110008P14RIK;PARP1;TMOD3;PUS1;SOX11;MIF;TMEM33;DAD1;NCL;TIMELESS;NHP2;MALAT1;BIRC6;RNASEK;LUZP1;TNKS;CTR9;RFNG;CRIP1;PPM1F;UQCRH;CAMKK1;UNG;PRDX2;LDHA;HSPH1;FIP1L1;UBN2;SERF1;TNRC18;MEST;CCT5;SNX6;CAR2;XBP1;ZFHX3;ANKRD27;CWC15;HNRNPL;NAGK;CYP2S1;HNRNPA2B1;ESAM;OCIAD2
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HUVEC-BF4 Cell Line GSE22651	1.098494e-03	1.220549e-02	0	0	1.577298e+00	1.074742e+01	RPL4;COX7B;IFITM1;RPL32;RPLP1;HNRNPU;HBA-A2;DBI;RPS15;RPS14;GJA1;SALL1;UPK1A;TRIM28;SNRPD2;MDK;RPS18;SNRNP70;MAGOH;SLC39A6;NINL;SRRM2;CCT3;TEAD4;RFC4;PARP1;RPL23;TMOD3;PUS1;PCOLCE;SOX11;MIF;WBP11;TMEM33;NCL;TNNT2;SRSF2;TIMELESS;NHP2;BLVRB;RPL26;CRABP1;CTR9;PDXP;CRMP1;MTIF2;UQCRH;UNG;PRDX2;SERF1;SNORD34;MEST;POLR2J;CCT5;CAR2;ANKRD27;RASL10B;RARRES2;1110004F10RIK;SLC16A10;COX6C;RPS26;COL1A1;PSMC5;SBK1;LSM6;NASP;CYP2S1;HNRNPA2B1;CTNNB1;SFXN1;CNIH2;RPS21
HDSigDB_Mouse_2021	Genes Down-Regulated In Astrocytes Of HdhQ170 Vs HdhQ20 PMID32681824	1.113124e-03	1.229613e-02	0	0	5.570805e+00	3.788474e+01	RPS15;COX8A;DAD1;ATP5K;MIF;UQCRH
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs IMR90 Cell Line GSE22651	1.255732e-03	1.379128e-02	0	0	1.571049e+00	1.049467e+01	YWHAE;COX7B;IFITM1;HSP90AB1;RPLP1;HNRNPU;HBA-A2;NRARP;DBI;RPL8;RPS15;GJA1;SALL1;UPK1A;SNRPD2;YWHAQ;MDK;SNRNP70;MAGOH;NINL;CCT3;TEAD4;RFC4;PARP1;RPL23;PUS1;SOX11;TMEM33;NCL;SRSF2;TIMELESS;NHP2;BLVRB;CRABP1;CTR9;CRMP1;MTIF2;CRIP1;UQCRH;RASIP1;ANAPC11;UNG;PRDX2;HSPH1;PLCG2;SERF1;MEST;POLR2J;CCT5;CAR2;ANKRD27;MDH1;RARRES2;DHCR24;1110004F10RIK;SLC16A10;PA2G4;RPS26;SMU1;HNRNPL;H19;PSMC5;SBK1;SLC25A39;LSM6;NASP;CYP2S1;HNRNPA2B1;CTNNB1;OCIAD2;INTS9;CNIH2
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Vs WT Mice At 12 Wk GSE98790	1.322382e-03	1.443980e-02	0	0	2.209833e+00	1.464748e+01	SRRM2;COX8A;CAR2;SPARC;GPX1;1110008P14RIK;HSP90AB1;ANXA2;INSR;IGF2;PCOLCE;AUP1;PTN;RPS26;EEF1A1;H19;GLIPR2;NHP2;BLVRB;VIM;POLR2J
HDSigDB_Mouse_2021	Non-Myotonic Dystrophy Markers In Human Skeletal Muscle GSE48828	1.375559e-03	1.493465e-02	0	0	1.641616e+00	1.081643e+01	RPL4;YWHAE;IFITM1;SPARC;SIX1;AUP1;RPL8;ECSIT;MRPL33;TRIM28;SNRPD2;SNRNP70;FTH1;SRRM2;CCT3;TEAD4;CCT2;TPRA1;D8ERTD738E;ANXA2;RPL23;PCOLCE;TFIP11;MIF;KARS;TNNT2;SRSF2;BLVRB;MALAT1;BIRC6;ALDOA;SRSF9;ANAPC11;PRDX2;HSPH1;BLOC1S1;RPS2;RPL18;ZC3H13;POLR2J;CCT5;SNX6;XBP1;MDH1;RASL10B;RARRES2;IGF2;ARHGAP29;SLC16A10;PDZK1IP1;COL1A1;CDK4;GOLGB1;DLC1;HNRNPA2B1
HDSigDB_Mouse_2021	Up-regulated Insoluble Proteins In Hippocampus Of 12 Wk R6/2 Mice PXD004973	1.413405e-03	1.525835e-02	0	0	5.301102e+00	3.478453e+01	RPS14;SNRPD2;MDH1;RPS18;RPL26;VIM
HDSigDB_Mouse_2021	Myotonic Dystrophy 2 Markers In Human Skeletal Muscle GSE48828	1.499023e-03	1.599076e-02	0	0	1.640374e+00	1.066726e+01	RPL4;YWHAE;IFITM1;SIX1;AUP1;RPL8;ECSIT;MRPL33;GJA1;TRIM28;YWHAQ;RPS18;SNRNP70;FTH1;SRRM2;CCT3;CCT2;D8ERTD738E;ANXA2;TFIP11;MIF;WBP11;RHOA;LARS2;KARS;DAD1;SRSF2;BLVRB;MALAT1;BIRC6;HSP90B1;UNG;HSPH1;RPS2;RPL18;ZC3H13;POLR2J;CCT5;SNX6;XBP1;ANKRD27;HSPA5;MDH1;RARRES2;ARHGAP29;1110004F10RIK;PA2G4;COL1A1;HNRNPL;PSMC5;CDK4;GOLGB1;DLC1;SNAI1
HDSigDB_Mouse_2021	Genes Down-Regulated In Corpus Callosum Of BN Vs WT Mice PMID31015293	1.506498e-03	1.599076e-02	0	0	1.557803e+01	1.012255e+02	CCT3;RPLP2;RPS2
HDSigDB_Mouse_2021	Genes Up-Regulated In Inferior Olive Of 5 Week Old Atxn1[154Q/2Q] Vs WT GSE122099	1.506498e-03	1.599076e-02	0	0	1.557803e+01	1.012255e+02	COL1A1;IGF2;PCOLCE
HDSigDB_Mouse_2021	Genes Changed In OPCs Of HD Patients Vs Control PMID32681824	1.619582e-03	1.709559e-02	0	0	2.266795e+00	1.456549e+01	SRRM2;ZFHX3;HSPA5;MDH1;TNKS;INSR;DBI;PTN;EEF1A1;RPS15;HECTD1;HSPH1;SNRNP70;FTH1;HNRNPA2B1;PLCG2;BIRC6;CYTB;RPL29
HDSigDB_Mouse_2021	Genes Changed In Striatal Cholinergic Interneurons Of HdhQ170 Vs HdhQ20 PMID32681824	1.639641e-03	1.721170e-02	0	0	1.970501e+00	1.263737e+01	RPL4;LUZP1;ANKRD11;PRDX2;LDHA;SALL1;YWHAQ;BLOC1S1;MIER3;FTH1;UBN2;MAGOH;TNRC18;ZC3H13;EIF5A;COX8A;CAR2;ZFHX3;1110008P14RIK;MDH1;CDK4;DAD1;GOLGB1;TNNT2;MALAT1;ALDOA;CNIH2
HDSigDB_Mouse_2021	Genes Down-Regulated In R6/1 Poor Vs WT GSE135057	1.670258e-03	1.743676e-02	0	0	1.697511e+00	1.085520e+01	PLXND1;ANKRD11;CRABP1;HNRNPU;HBA-A2;DBI;CRIP2;PTN;RFNG;CRIP1;PPM1F;CAMKK1;RPS14;GJA1;HSPH1;RPS18;FTH1;RPLP2;SFN;RPS2;COX8A;CAR2;EGFL7;RASL10B;TMOD3;IGF2;SNHG6;DHCR24;COX6C;RHOA;APLN;LARS2;PSMC5;SBK1;KARS;CDK4;CYP2S1;NHP2;BLVRB;ESAM;MALAT1;CYTB;RPL26;RPL29;CNIH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs hFib2-Ips5 Cell Line GSE22651	1.729107e-03	1.795247e-02	0	0	1.722613e+00	1.095608e+01	NAPB;SF3B2;SPARC;RPLP0;ATP5K;CRMP1;CRIP2;RFNG;CRIP1;HSP90B1;PRDX2;LDHA;SAMM50;TRIM28;RNPEP;PLCG2;SFN;LBR;MEST;CCT3;TEAD4;ZFHX3;PRMT7;ANXA2;PUS1;PCOLCE;TFIP11;DHCR24;COL1A1;LARS2;TOX2;SLC25A39;PLSCR3;DAD1;TIMELESS;CTNNB1;ACO1;RPL26;VIM;OCIAD2;ALDOA;CNIH2
HDSigDB_Mouse_2021	Endoplasmic reticulum/Golgi Vesicle Protein Composition PMID16615899	1.809814e-03	1.868830e-02	0	0	3.826320e+00	2.416141e+01	EEF1A1;EIF5A;RPS14;RPL32;RPS18;SRSF2;DHCR24;RPS2
HDSigDB_Mouse_2021	Expression In 9 Wk TIF-IA KO HD Mice GSE29647	1.829126e-03	1.878562e-02	0	0	2.240945e+00	1.412673e+01	EGFL7;PRMT7;RFC4;MDH1;PUS1;RPLP0;DBI;CRIP2;CAMKK1;RPS15;PRDX2;GJA1;GSTA4;NASP;NHP2;SFXN1;VIM;RPL18;MEST
HDSigDB_Mouse_2021	Alzheimer Disease Down-Regulated Genes In CA1 Area Of Hippocampus Blalock PMID14769913	1.897558e-03	1.938366e-02	0	0	1.924806e+00	1.206312e+01	COX7B;HSP90AB1;CRMP1;HBA-A2;PTN;UQCRH;PRDX2;LDHA;HSPH1;SAMM50;SNRPD2;POLR2J;CCT5;CCT3;COX8A;CCT2;1110008P14RIK;ANXA2;HSPA5;MDH1;PARP1;1110004F10RIK;COX6C;WBP11;RPS26;COL4A1;SRSF2;RPS21
HDSigDB_Mouse_2021	Expression In Friedreich Ataxia And Normal iPSCs-derived Neurons Vs Fetal Human Tissues GSE65399	1.946496e-03	1.974170e-02	0	0	1.539130e+00	9.606824e+00	DOCK6;IFITM1;SPARC;RPLP1;RPLP0;HBA-A2;NRARP;RPL8;1110065P20RIK;CDH5;YWHAQ;MDK;TMEM88;MAGOH;SLC39A6;LBR;CCT3;CCT2;EGFL7;1110008P14RIK;RFC4;ANXA2;ARG1;PCOLCE;SOX11;COL4A1;TIMELESS;NHP2;BLVRB;ALDOA;HBB-Y;NAPB;ANKRD11;CRABP1;PDXP;CRMP1;FBXO45;PTN;CRIP1;PPM1F;UQCRH;RASIP1;ANAPC11;PRDX2;LDHA;HECTD1;PLCG2;SERF1;MEST;POLR2J;CAR2;XBP1;ZFHX3;RARRES2;IGF2;SNHG6;DHCR24;SLC16A10;COL1A1;H19;SBK1;SLC25A39;NASP;SMOC1;DLC1;CYP2S1;CTNNB1;ESAM;SFXN1;VIM;OCIAD2;CNIH2
HDSigDB_Mouse_2021	Top 50 Human Platelet-Expressed Genes PMID18839115	1.953390e-03	1.974170e-02	0	0	8.333213e+00	5.198416e+01	SPARC;GPX1;FTH1;HBA-A2
HDSigDB_Mouse_2021	Glutamatergic Synapse Gene Module From Mouse Brain PMID20616000	2.008931e-03	2.019560e-02	0	0	3.423791e+00	2.126227e+01	GGA1;HSP90AB1;SLC25A39;TRIM28;GSTA4;CRMP1;CRIP2;SRSF4;RFNG
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs hFib2-Ips5 Cell Line GSE22651	2.034487e-03	2.034487e-02	0	0	1.539057e+00	9.538321e+00	COX7B;SPARC;RPL32;RPLP0;HNRNPU;NRARP;TRIM28;SNRPD2;MDK;RPS18;GLIPR2;RNPEP;SLC39A6;LBR;NINL;CCT3;TEAD4;PRMT7;TPRA1;RFC4;ANXA2;RPL23;PUS1;PCOLCE;SOX11;TFIP11;LARS2;TOX2;PLSCR3;DAD1;TIMELESS;NHP2;BLVRB;BIRC6;RPL26;ALDOA;NAPB;SF3B2;CRABP1;CTR9;ATP5K;CRMP1;CRIP2;RFNG;CRIP1;HSP90B1;PRDX2;LDHA;SAMM50;PLCG2;SERF1;SFN;MEST;POLR2J;CAR2;ZFHX3;ANKRD27;RARRES2;DHCR24;1110004F10RIK;RPS26;COL1A1;PSMC5;SLC25A39;LSM6;NASP;CTNNB1;ACO1;VIM;OCIAD2;CNIH2
HDSigDB_Mouse_2021	Differentially Expressed Genes In Htt-null mESCs GSE92905	2.223606e-03	2.194429e-02	0	0	4.147505e+00	2.533555e+01	LARS2;ANXA2;COL4A1;RPLP0;RPS2;RPL29;RPL34-PS1
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Hippocampus Of 5 Wk R6/2 Mice PXD004973	2.223606e-03	2.194429e-02	0	0	4.147505e+00	2.533555e+01	YWHAE;ZFHX3;SF3B2;SMOC1;TIMELESS;ESAM;AUP1
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs H9 Cell Line GSE22651	2.233654e-03	2.194429e-02	0	0	1.561285e+00	9.530266e+00	COX7B;IFITM1;SPARC;RPL32;RPLP1;AUP1;MRPL33;UPK1A;TRIM28;SNRPD2;MDK;RPS18;TMEM88;GLIPR2;SLC39A6;CPNE3;NINL;EIF5A;CCT3;CCT2;RFC4;ANXA2;RPL23;TMOD3;WBP11;LARS2;TOX2;PLSCR3;TNNT2;BLVRB;RPL26;ALDOA;NAPB;CRABP1;PDXP;CRMP1;CRIP2;RFNG;UNG;LDHA;HECTD1;PLCG2;SERF1;SNORD34;SFN;TNRC18;MEST;POLR2J;CCT5;ZFHX3;ANKRD27;DHCR24;1110004F10RIK;RPS26;HNRNPL;PSMC5;LSM6;GOLGB1;CTNNB1;ACO1;VIM;OCIAD2;CNIH2
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Striatum Of 8 Wk R6/2 Mice PXD004973	2.240627e-03	2.194429e-02	0	0	1.791852e+00	1.093209e+01	HBB-Y;COX7B;SF3B2;LUZP1;CRABP1;ATP5K;PDXP;CRMP1;DBI;AUP1;PTN;RPL8;1110065P20RIK;ANAPC11;SAMM50;FIP1L1;PLCG2;SNX6;EIF5A;TPRA1;MDH1;RPS5;RPL23;RARRES2;INSR;PSMC5;NASP;KARS;HNRNPA2B1;TIMELESS;SFXN1;BIRC6;OCIAD2;ALDOA
HDSigDB_Mouse_2021	Genes Down-Regulated In R6/1 Good Vs WT GSE135057	2.443746e-03	2.381085e-02	0	0	1.696328e+00	1.020210e+01	PLXND1;RPLP1;ATP5K;HNRNPU;HBA-A2;NRARP;DBI;CRIP2;PTN;RFNG;CRIP1;PPM1F;CAMKK1;HSP90B1;GJA1;HSPH1;RPS18;GLIPR2;FTH1;RPLP2;SFN;TNRC18;CAR2;RASL10B;IGF2;DHCR24;RHOA;APLN;PSMC5;SBK1;CDK4;COL4A1;CYP2S1;NHP2;BLVRB;MALAT1;CYTB;RPL26;CNIH2;RPS21;SRSF9
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P27 Cell Line GSE22651	2.472075e-03	2.396399e-02	0	0	1.739513e+00	1.044177e+01	DOCK6;HBB-Y;NAPB;SF3B2;SPARC;RNASEK;CRABP1;ATP5K;PDXP;CRIP2;RFNG;CRIP1;PRDX2;LDHA;SAMM50;UPK1A;TRIM28;MDK;TMEM88;PLCG2;CCT2;ANXA2;RPL22;SOX11;APLN;RPS26;COL1A1;H19;TOX2;DAD1;SNAI1;ESAM;ACO1;RPL26;VIM;ALDOA;CNIH2
HDSigDB_Mouse_2021	Genes Down-Regulated In Influence Of Hdac4 Reduction On Expression In 9 Wk R6/2 HD Mice GSE38218	2.600716e-03	2.508305e-02	0	0	3.054274e+00	1.817894e+01	HECTD1;HSPA5;TMOD3;HNRNPA2B1;ARHGAP29;MALAT1;SOX11;BIRC6;INTS9;SNX6
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P28 Cell Line GSE22651	2.698181e-03	2.589163e-02	0	0	1.706469e+00	1.009407e+01	DOCK6;HBB-Y;NAPB;SF3B2;SPARC;RNASEK;CRABP1;PDXP;CRIP2;RFNG;CRIP1;LDHA;SAMM50;UPK1A;TRIM28;MDK;TMEM88;PLCG2;CCT2;1110008P14RIK;ANXA2;RARRES2;RPL22;SOX11;APLN;RPS26;COL1A1;H19;TOX2;DAD1;SMOC1;CYP2S1;ESAM;SFXN1;ACO1;RPL26;VIM;RPL29;ALDOA
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In 4 Wk WT Mice Vs 4 Wk HSALR Myotonic Dystrophy Mice GSE60487	2.724193e-03	2.600988e-02	0	0	3.568943e+00	2.107669e+01	TEAD4;CDH5;ANXA2;IGF2;SOX11;CRIP2;DHCR24;APLN
HDSigDB_Mouse_2021	Genes Changed In Human Neurodegenerative Prefrontal Cortex PMID29375298	2.824767e-03	2.683529e-02	0	0	1.538616e+00	9.030645e+00	RPL4;DOCK6;IFITM1;RPL32;RPLP1;RPLP0;SIX1;DBI;AUP1;RPL8;RPS15;RPS14;CDH5;GJA1;UPK1A;TRIM28;YWHAQ;RPS18;RNPEP;RPLP2;CCT3;TEAD4;EGFL7;GPX1;TPRA1;ANXA2;RPS5;RPL23;TMOD3;RPL22;PCOLCE;WBP11;DHDDS;TMEM33;DAD1;TIMELESS;SRSF4;RPL26;RPL29;NAPB;CRABP1;RFNG;RASIP1;ANAPC11;UNG;HECTD1;SERF1;RPS2;RPL18;ZC3H13;POLR2J;PDLIM4;MDH1;RARRES2;IGF2;SNHG6;APLN;H19;SLC25A39;SNAI1;CTNNB1;ESAM;VIM;RPS21
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HMSC-ad Cell Line GSE22651	2.875525e-03	2.718158e-02	0	0	1.533423e+00	8.972856e+00	IFITM1;HSP90AB1;HNRNPU;HBA-A2;NRARP;RPS15;GJA1;SALL1;UPK1A;TRIM28;SNRPD2;YWHAQ;MDK;SNRNP70;MAGOH;NINL;CCT3;TEAD4;CCT2;RFC4;PARP1;RPL23;PUS1;SOX11;WBP11;TMEM33;NCL;TNNT2;SRSF2;TIMELESS;NHP2;MALAT1;RPL29;CRABP1;CTR9;PDXP;CRMP1;UQCRH;CAMKK1;UNG;HSPH1;MIER3;PLCG2;SERF1;SNORD34;MEST;POLR2J;CCT5;CAR2;ANKRD27;1110004F10RIK;SLC16A10;PA2G4;RPS26;SMU1;HNRNPL;PSMC5;SBK1;SLC25A39;LSM6;NASP;CYP2S1;HNRNPA2B1;CTNNB1;CNIH2
HDSigDB_Mouse_2021	Genes Down-Regulated In Mural Cells Of HD Patients Vs Control PMID32681824	2.891173e-03	2.719420e-02	0	0	2.568822e+00	1.501757e+01	CAR2;IFITM1;SPARC;HSPA5;ARHGAP29;PTN;EEF1A1;SNRNP70;COL4A1;FTH1;DLC1;HNRNPA2B1;RPL29
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Frontal Lobe Of Mbnl KO Myotonic Dystrophy Mice GSE68890	3.010554e-03	2.817760e-02	0	0	2.672489e+00	1.551549e+01	LDHA;XBP1;SLC25A39;HSP90AB1;GOLGB1;ANKRD11;CTR9;ATP5K;DBI;CRIP2;ZC3H13;ANAPC11
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs ES4CL2 Cell Line GSE22651	3.030948e-03	2.822942e-02	0	0	1.800682e+00	1.044194e+01	YWHAE;COX7B;LUZP1;RPLP1;CTR9;DBI;UNG;RPS15;SNRPD2;MDK;SLC39A6;SERF1;SNORD34;LBR;MEST;POLR2J;CCT3;ANKRD27;RPL23;1110004F10RIK;RPS26;SMU1;PSMC5;LSM6;NASP;GOLGB1;TNNT2;CYP2S1;CTNNB1;BLVRB;RPL29
HDSigDB_Mouse_2021	Genes Changed In WT Treated With PLX3397 Vs Control GSE136158	3.245517e-03	3.008040e-02	0	0	1.616444e+00	9.263002e+00	HCN4;IFITM1;SPARC;HSP90AB1;TNKS;CRABP1;CRMP1;CRIP2;AUP1;RFNG;ECSIT;CRIP1;RASIP1;TTC28;GJA1;LDHA;HECTD1;SALL1;TRIM28;SNRPD2;BLOC1S1;MIER3;FTH1;UBN2;1700037C18RIK;RNPEP;PLCG2;CPNE3;POLR2J;EIF5A;CCT3;ZFHX3;EGFL7;GPX1;TPRA1;D8ERTD738E;MDH1;MIF;KARS;TMEM33;NHP2;BLVRB;ESAM;BIRC6;RPL26;RPL29;ALDOA
HDSigDB_Mouse_2021	Expression In The Heart Of Mice Inducibly Expressing Celf1 For 24 H GSE56185	3.348588e-03	3.088503e-02	0	0	1.554728e+00	8.860729e+00	DOCK6;IFITM1;JRK;SPARC;RPL32;PLXND1;RPLP1;RPLP0;HNRNPU;NRARP;AUP1;ECSIT;TRIM28;MAGOH;RNPEP;LBR;COX8A;GPX1;TPRA1;RPL22;TOX2;PLSCR3;DAD1;COL4A1;NCL;SRSF2;BLVRB;RPL26;RPL29;HCN4;CTR9;MTIF2;CRIP2;RFNG;PPM1F;UQCRH;RASIP1;HSP90B1;PRDX2;TNRC18;RPS2;ZC3H13;MEST;PDLIM4;HSPA5;MDH1;1110004F10RIK;SLC16A10;SBK1;SLC25A39;NASP;CDK4;DLC1;HNRNPA2B1;CTNNB1;ESAM;VIM
HDSigDB_Mouse_2021	Genes Changed In iSPNs Of zQ175DN Vs HdhQ20 PMID32681824	3.380323e-03	3.102712e-02	0	0	1.532028e+00	8.716908e+00	SPARC;PLXND1;RPLP0;RPL8;1110065P20RIK;TTC28;RPS15;SALL1;SNRPD2;SNRNP70;MAGOH;SLC39A6;RPLP2;CPNE3;EIF5A;SRRM2;COX8A;GPX1;D8ERTD738E;PARP1;RPS5;SOX11;PLSCR3;KARS;NCL;SRSF2;NHP2;BLVRB;BIRC6;RPL26;ALDOA;1110038B12RIK;SF3B2;ANKRD11;CRMP1;CRIP2;RFNG;UQCRH;HSP90B1;GGA1;HECTD1;BLOC1S1;MIER3;UBN2;TNRC18;RPL18;POLR2J;SNX6;CAR2;MDH1;INSR;1110004F10RIK;SMU1;PSMC5;SBK1;LSM6;NASP;CDK4;DLC1;CTNNB1;CYTB;VIM
HDSigDB_Mouse_2021	Cortex RNA M5 Module (Green) PMID26900923	3.516185e-03	3.211900e-02	0	0	1.928947e+00	1.089928e+01	DOCK6;COX8A;GPX1;TPRA1;D8ERTD738E;RPLP1;RPLP0;TFIP11;AUP1;MIF;RFNG;1110065P20RIK;RASIP1;RPS26;GGA1;TOX2;SLC25A39;MDK;SNRNP70;RPLP2;SRSF4;TNRC18;CNIH2;PDLIM4
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In 10 Wk Frataxin KO Friedreich Ataxia Mice GSE31208	3.689164e-03	3.323857e-02	0	0	1.717229e+00	9.620528e+00	YWHAE;ATP5K;DBI;CRIP2;ECSIT;UQCRH;MRPL33;ANAPC11;UNG;PRDX2;HSPH1;SAMM50;SNRPD2;TMEM88;BLOC1S1;MIER3;MAGOH;RNPEP;RPLP2;RPS2;RPL18;LBR;POLR2J;CAR2;1110008P14RIK;MDH1;SLC16A10;COX6C;SBK1;LSM6;GSTA4;TMEM33;CYP2S1;ESAM;RPS21
HDSigDB_Mouse_2021	Markers Present In SMC Myl9 Smooth Muscle Cells PMID26727548	3.692631e-03	3.323857e-02	0	0	1.090084e+01	6.106014e+01	IFITM1;SPARC;PCOLCE
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In Mouse STHdh Cells GSE11358	3.705360e-03	3.323857e-02	0	0	1.516952e+00	8.491858e+00	YWHAE;IFITM1;RPL32;PLXND1;HNRNPU;SIX1;DBI;MRPL33;SALL1;YWHAQ;SNRNP70;RNPEP;SLC39A6;LBR;EIF5A;CCT3;CCT2;EGFL7;RFC4;ANXA2;PARP1;TMOD3;PUS1;SOX11;MIF;WBP11;RHOA;COL4A1;NCL;TNNT2;SRSF2;TIMELESS;NHP2;BLVRB;SRSF4;RPL26;ALDOA;SRSF9;LUZP1;CRABP1;FBXO45;MTIF2;CRIP2;PTN;PPM1F;ANAPC11;UNG;LDHA;BLOC1S1;PLCG2;RPS2;MDH1;DHCR24;PA2G4;HNRNPL;PSMC5;SLC25A39;LSM6;GSTA4;NASP;HNRNPA2B1;VIM;OCIAD2;INTS9
HDSigDB_Mouse_2021	Genes Changed In HD Neurons Treated With ZFP-C Vs Control GSE127821	3.724231e-03	3.323857e-02	0	0	1.703784e+00	9.529083e+00	NAPB;IFITM1;PLXND1;ANKRD11;NRARP;FBXO45;CRIP2;UNG;SALL1;HSPH1;YWHAQ;MDK;MIER3;CPNE3;SNX6;SRRM2;COX8A;ZFHX3;1110008P14RIK;PRMT7;ANXA2;HSPA5;PARP1;ARHGAP29;TFIP11;DHCR24;MIF;WBP11;IGF2R;EEF1A1;SMU1;HNRNPL;HNRNPA2B1;CTNNB1;SFXN1;CNIH2
